gene	JC	K2P
FBgn0000008	 10.24 10.29
FBgn0264379	  6.32  6.46
FBgn0264380	  -0.00  -0.00
FBgn0264381	  7.43  7.45
FBgn0264382	  7.93  7.94
FBgn0264384	  3.75  3.76
FBgn0264385	  5.40  5.41
FBgn0264386	  -0.00  -0.00
FBgn0264391	-nan	-nan
FBgn0264392	  9.80  9.84
FBgn0264393	  6.25  6.29
FBgn0264394	 10.13 10.22
FBgn0264428	 12.36 12.42
FBgn0264429	  3.06  3.07
FBgn0264430	  1.01  1.01
FBgn0264433	  6.13  6.16
FBgn0264434	  9.03  9.05
FBgn0264435	  8.74  8.74
FBgn0264436	  3.13  3.13
FBgn0264438	  4.69  4.69
FBgn0264439	  -0.00  -0.00
FBgn0264440	 10.85 10.92
FBgn0264441	  6.98  7.03
FBgn0264442	  2.03  2.03
FBgn0264443	  4.11  4.13
FBgn0264445	  6.25  6.33
FBgn0264446	  6.46  6.49
FBgn0264447	  1.02  1.02
FBgn0264448	  3.06  3.07
FBgn0264460	  7.43  7.45
FBgn0264467	  5.28  5.30
FBgn0264468	  7.35  7.35
FBgn0264469	  3.06  3.07
FBgn0264470	  1.07  1.08
FBgn0264472	  8.71  8.72
FBgn0264474	  -0.00  -0.00
FBgn0264475	  1.05  1.05
FBgn0264477	  -0.00  -0.00
FBgn0264478	  1.03  1.03
FBgn0264479	  6.25  6.25
FBgn0264480	 16.74 16.75
FBgn0264481	  1.01  1.01
FBgn0264483	  -0.00  -0.00
FBgn0264484	  2.03  2.03
FBgn0264485	  5.58  5.60
FBgn0264486	  7.84  7.85
FBgn0264488	  3.19  3.20
FBgn0264489	  -0.00  -0.00
FBgn0264490	  3.16  3.17
FBgn0264491	  8.46  8.48
FBgn0264492	  5.17  5.20
FBgn0264493	  3.06  3.09
FBgn0264494	  2.03  2.04
FBgn0264495	 10.01 10.01
FBgn0264496	  5.46  5.47
FBgn0264500	  5.28  5.28
FBgn0264502	  2.18  2.18
FBgn0264503	  1.01  1.01
FBgn0264504	  3.13  3.13
FBgn0264505	  7.35  7.41
FBgn0264506	  2.07  2.07
FBgn0264508	  1.01  1.01
FBgn0264509	 12.16 12.16
FBgn0264510	  4.20  4.20
FBgn0264512	 10.85 10.85
FBgn0264513	 11.61 11.97
FBgn0264514	  4.11  4.11
FBgn0264515	  -0.00  -0.00
FBgn0264516	  2.18  2.18
FBgn0264517	  4.11  4.13
FBgn0264518	  4.20  4.20
FBgn0264539	  1.01  1.01
FBgn0264540	  4.29  4.29
FBgn0264542	  6.25  6.29
FBgn0264543	 11.90 12.01
FBgn0264546	  9.14  9.14
FBgn0264547	  3.06  3.06
FBgn0264550	  -0.00  -0.00
FBgn0264551	  6.25  6.29
FBgn0264552	  3.26  3.27
FBgn0264554	  6.53  6.54
FBgn0264556	  6.32  6.33
FBgn0264560	  2.03  2.03
FBgn0264561	  6.25  6.26
FBgn0264562	  1.01  1.01
FBgn0264563	  5.17  5.18
FBgn0264566	  9.80  9.81
FBgn0264567	  9.18  9.19
FBgn0264572	  1.01  1.01
FBgn0264573	 10.73 10.73
FBgn0264574	  4.11  4.11
FBgn0264598	  5.17  5.19
FBgn0264599	  2.16  2.16
FBgn0264600	  8.64  8.64
FBgn0264601	 21.91 22.19
FBgn0264602	  4.80  4.80
FBgn0264603	  2.03  2.04
FBgn0264604	  3.80  3.81
FBgn0264606	  1.01  1.01
FBgn0264607	  2.18  2.20
FBgn0264616	  9.24  9.32
FBgn0264617	  2.03  2.04
FBgn0264672	-nan	-nan
FBgn0264674	  3.13  3.13
FBgn0264677	  6.90  6.94
FBgn0264679	  6.25  6.26
FBgn0264691	  9.69  9.73
FBgn0264693	  6.25  6.26
FBgn0264694	 19.54 19.55
FBgn0264695	  3.13  3.13
FBgn0264696	  3.06  3.06
FBgn0264697	  4.24  4.24
FBgn0264700	  3.06  3.09
FBgn0264702	 13.51 13.51
FBgn0264705	 11.85 11.86
FBgn0264707	  1.01  1.01
FBgn0264708	 14.10 14.13
FBgn0264709	  7.08  7.08
FBgn0264710	  2.03  2.04
FBgn0264712	  7.59  7.59
FBgn0264713	  1.01  1.01
FBgn0264714	  8.74  8.75
FBgn0264715	  7.59  7.59
FBgn0264716	  6.13  6.13
FBgn0264717	  5.46  5.46
FBgn0264719	-nan	-nan
FBgn0264720	  -0.00  -0.00
FBgn0264721	  8.55  8.60
FBgn0264722	  8.46  8.46
FBgn0264724	  2.03  2.03
FBgn0264725	 15.36 15.37
FBgn0264726	  2.05  2.05
FBgn0264738	  8.46  8.46
FBgn0264748	  8.02  8.10
FBgn0264751	  2.03  2.03
FBgn0264753	  3.49  3.53
FBgn0264775	  7.35  7.37
FBgn0264785	 10.73 10.80
FBgn0264786	  2.61  2.63
FBgn0264787	  6.63  6.70
FBgn0264788	  1.01  1.01
FBgn0264789	  -0.00  -0.00
FBgn0264790	  8.83  8.95
FBgn0264791	  -0.00  -0.00
FBgn0264792	  9.03  9.05
FBgn0264793	  -0.00  -0.00
FBgn0264794	  2.03  2.03
FBgn0264810	  3.06  3.07
FBgn0264815	  4.11  4.11
FBgn0264816	 17.01 17.01
FBgn0264818	  2.03  2.03
FBgn0264819	  3.16  3.16
FBgn0264821	  -0.00  -0.00
FBgn0264824	  1.01  1.01
FBgn0264825	  1.33  1.33
FBgn0264828	  -0.00  -0.00
FBgn0264832	  8.46  8.48
FBgn0264837	  -0.00  -0.00
FBgn0264838	  2.03  2.03
FBgn0264839	  2.11  2.11
FBgn0264840	  9.80  9.84
FBgn0264841	  8.83  8.93
FBgn0264844	 13.08 13.09
FBgn0264848	  5.28  5.28
FBgn0264857	  1.01  1.01
FBgn0264863	  -0.00  -0.00
FBgn0264864	  5.28  5.28
FBgn0264865	 18.27 18.47
FBgn0264866	  4.24  4.24
FBgn0264867	 12.72 12.76
FBgn0264868	  1.01  1.01
FBgn0264869	  4.38  4.38
FBgn0264870	  6.25  6.33
FBgn0264871	  3.06  3.07
FBgn0264872	  2.05  2.05
FBgn0264873	  8.74  8.75
FBgn0264874	  -0.00  -0.00
FBgn0264875	  8.64  8.75
FBgn0264876	  2.03  2.04
FBgn0264878	  1.01  1.01
FBgn0264880	  9.35  9.35
FBgn0264883	  1.01  1.01
FBgn0264884	  2.03  2.03
FBgn0264885	  6.53  6.54
FBgn0264886	  9.56  9.57
FBgn0264888	 10.86 10.88
FBgn0264889	  3.06  3.06
FBgn0264890	  1.21  1.22
FBgn0264891	  1.03  1.03
FBgn0264892	  3.06  3.07
FBgn0264893	  3.13  3.13
FBgn0264894	  1.04  1.04
FBgn0264896	  6.28  6.29
FBgn0264897	  8.64  8.75
FBgn0264898	  -0.00  -0.00
FBgn0264899	  7.43  7.45
FBgn0264900	  4.43  4.46
FBgn0264902	  3.06  3.06
FBgn0264903	  7.43  7.45
FBgn0264904	  5.53  5.53
FBgn0264905	  1.01  1.01
FBgn0264907	  4.11  4.13
FBgn0264912	 10.08 10.14
FBgn0264915	  6.67  6.76
FBgn0264916	  6.25  6.26
FBgn0264939	  5.17  5.18
FBgn0264940	  4.24  4.27
FBgn0264941	  7.51  7.51
FBgn0264942	  6.20  6.22
FBgn0264943	 15.50 15.70
FBgn0264944	 18.20 18.20
FBgn0264945	  7.43  7.44
FBgn0264946	  7.35  7.47
FBgn0264947	  2.03  2.03
FBgn0264950	  6.25  6.25
FBgn0264952	  1.01  1.01
FBgn0264953	 11.90 11.90
FBgn0264955	  2.03  2.03
FBgn0264956	 10.61 10.71
FBgn0264957	  5.23  5.28
FBgn0264959	  7.76  7.78
FBgn0264960	  2.51  2.52
FBgn0264961	  3.06  3.09
FBgn0264962	  3.13  3.13
FBgn0264975	  6.25  6.26
FBgn0264978	  8.46  8.46
FBgn0264979	  4.63  4.66
FBgn0264984	  9.90  9.95
FBgn0264985	  1.03  1.03
FBgn0264986	  3.06  3.06
FBgn0264987	 19.79 19.89
FBgn0264988	  8.64  8.64
FBgn0264991	-nan	-nan
FBgn0264993	  4.00  4.02
FBgn0264994	  1.01  1.01
FBgn0264995	  3.06  3.09
FBgn0264996	  9.59  9.63
FBgn0264997	  7.35  7.35
FBgn0264998	  2.68  2.68
FBgn0264999	  4.11  4.11
FBgn0265000	  2.16  2.16
FBgn0265002	  4.11  4.11
FBgn0265011	  2.05  2.05
FBgn0265017	  7.59  7.66
FBgn0265039	  -0.00  -0.00
FBgn0265042	  -0.00  -0.00
FBgn0265043	  6.25  6.26
FBgn0265045	  1.11  1.11
FBgn0265047	 13.52 13.70
FBgn0265048	  -0.00  -0.00
FBgn0265050	  8.74  8.75
FBgn0265051	  5.77  5.79
FBgn0265052	 12.30 12.31
FBgn0265053	 17.52 17.64
FBgn0265058	  7.35  7.35
FBgn0265059	 15.24 15.30
FBgn0265061	  6.39  6.39
FBgn0265062	  2.03  2.04
FBgn0265063	  3.06  3.09
FBgn0265064	  7.35  7.37
FBgn0265066	  2.91  2.94
FBgn0265067	  7.35  7.37
FBgn0265068	  5.61  5.64
FBgn0265069	  2.11  2.12
FBgn0265070	  2.03  2.04
FBgn0265071	  5.17  5.27
FBgn0265072	  1.04  1.04
FBgn0265076	  9.69  9.89
FBgn0265078	  4.24  4.24
FBgn0265079	 14.28 14.35
FBgn0265080	  3.30  3.30
FBgn0265081	  4.11  4.11
FBgn0265085	  6.25  6.33
FBgn0265086	  -0.00  -0.00
FBgn0265087	  -0.00  -0.00
FBgn0265088	  -0.00  -0.00
FBgn0265089	 10.85 10.88
FBgn0265095	  6.32  6.40
FBgn0265097	  -0.00  -0.00
FBgn0265098	  7.67  7.68
FBgn0265099	 10.97 11.04
FBgn0265101	 10.86 10.87
FBgn0265102	  8.93  8.95
FBgn0265103	  3.13  3.13
FBgn0265104	  5.17  5.22
FBgn0265105	  4.20  4.20
FBgn0265106	 13.67 13.75
FBgn0265107	  3.13  3.13
FBgn0265137	 10.73 10.74
FBgn0265139	  3.06  3.07
FBgn0265141	  4.11  4.11
FBgn0265142	 10.13 10.17
FBgn0265143	 10.24 10.29
FBgn0265144	  -0.00  -0.00
FBgn0265145	  8.31  8.31
FBgn0265147	  6.46  6.46
FBgn0265148	  2.03  2.03
FBgn0265149	  -0.00  -0.00
FBgn0265150	-nan	-nan
FBgn0265151	  1.01  1.01
FBgn0265152	  4.11  4.11
FBgn0265153	  6.32  6.33
FBgn0265155	  1.04  1.04
FBgn0265156	  2.14  2.14
FBgn0265157	  2.07  2.07
FBgn0265160	 19.28 19.28
FBgn0265161	  1.02  1.02
FBgn0265162	  4.92  4.93
FBgn0265163	  6.67  6.71
FBgn0265165	 12.36 12.36
FBgn0265166	  4.11  4.13
FBgn0265167	 21.89 21.91
FBgn0265169	 11.34 11.49
FBgn0265174	 16.93 16.97
FBgn0265177	 13.37 13.54
FBgn0265182	  -0.00  -0.00
FBgn0265187	  2.14  2.14
FBgn0265192	  7.35  7.35
FBgn0265193	  8.55  8.55
FBgn0265196	  -0.00  -0.00
FBgn0265197	  1.08  1.08
FBgn0265198	  5.34  5.36
FBgn0265200	  2.03  2.03
FBgn0265201	 12.43 12.64
FBgn0265202	  2.03  2.03
FBgn0265203	  6.05  6.12
FBgn0265204	  3.09  3.13
FBgn0265205	 12.40 12.63
FBgn0265253	  6.39  6.40
FBgn0265255	 16.74 17.02
FBgn0265256	  4.11  4.11
FBgn0265257	 23.88 24.32
FBgn0265262	 11.74 11.74
FBgn0265263	 12.48 12.48
FBgn0265264	  2.03  2.03
FBgn0265265	 15.36 15.51
FBgn0265266	  2.03  2.03
FBgn0265267	  3.13  3.16
FBgn0265268	 11.90 11.91
FBgn0265269	  9.81  9.88
FBgn0265270	 18.41 18.50
FBgn0265271	 14.33 14.44
FBgn0265274	  3.16  3.17
FBgn0265276	  2.03  2.04
FBgn0265295	 16.93 16.93
FBgn0265296	  2.64  2.64
FBgn0265297	  7.35  7.47
FBgn0265298	  5.40  5.41
FBgn0265299	  2.03  2.03
FBgn0265300	  5.64  5.65
FBgn0265301	  1.01  1.01
FBgn0265302	  2.03  2.03
FBgn0265304	  6.67  6.68
FBgn0265305	  6.67  6.67
FBgn0265306	  5.17  5.18
FBgn0265308	  2.16  2.17
FBgn0265309	  4.11  4.11
FBgn0265310	  4.11  4.11
FBgn0265311	 13.67 13.67
FBgn0265312	  2.16  2.16
FBgn0265314	  6.25  6.26
FBgn0265315	  -0.00  -0.00
FBgn0265316	  3.06  3.09
FBgn0265317	  -0.00  -0.00
FBgn0265318	  8.55  8.57
FBgn0265338	  4.11  4.11
FBgn0265339	  6.32  6.36
FBgn0265340	  8.46  8.56
FBgn0265341	  3.09  3.09
FBgn0265342	  7.90  7.90
FBgn0265344	  4.06  4.07
FBgn0265345	  -0.00  -0.00
FBgn0265348	 15.57 15.60
FBgn0265349	  8.41  8.44
FBgn0265351	  6.46  6.47
FBgn0265356	  1.01  1.01
FBgn0265363	  2.03  2.03
FBgn0265364	  9.93  9.94
FBgn0265365	  -0.00  -0.00
FBgn0265366	-nan	-nan
FBgn0265367	  3.09  3.13
FBgn0265368	  -0.00  -0.00
FBgn0265369	  2.14  2.14
FBgn0265370	  3.09  3.09
FBgn0265371	  7.35  7.35
FBgn0265372	  9.90  9.91
FBgn0265373	  6.46  6.46
FBgn0265374	  3.09  3.10
FBgn0265375	  6.05  6.07
FBgn0265376	  4.48  4.48
FBgn0265379	  1.07  1.07
FBgn0265380	  3.06  3.09
FBgn0265381	  2.18  2.19
FBgn0265382	 17.22 17.24
FBgn0265413	  3.26  3.27
FBgn0265414	  5.34  5.36
FBgn0265416	  2.03  2.04
FBgn0265419	 10.45 10.45
FBgn0265422	  -0.00  -0.00
FBgn0265423	  6.53  6.53
FBgn0265424	  3.57  3.58
FBgn0265425	  3.16  3.17
FBgn0265426	  8.46  8.48
FBgn0265427	  7.51  7.53
FBgn0265428	  -0.00  -0.00
FBgn0265429	  6.25  6.29
FBgn0265443	  5.34  5.36
FBgn0265444	  7.41  7.43
FBgn0265445	 18.85 18.89
FBgn0265446	  1.01  1.01
FBgn0265448	  2.36  2.37
FBgn0265449	 19.18 19.34
FBgn0265451	 11.90 11.95
FBgn0265454	  2.03  2.03
FBgn0265455	  1.05  1.05
FBgn0265458	 12.43 12.56
FBgn0265464	  7.67  7.68
FBgn0265468	  8.31  8.31
FBgn0265469	  -0.00  -0.00
FBgn0265470	  2.14  2.15
FBgn0265487	  -0.00  -0.00
FBgn0265496	  2.42  2.44
FBgn0265497	  1.58  1.59
FBgn0265498	 10.86 10.88
FBgn0265499	  7.51  7.51
FBgn0265500	  6.25  6.26
FBgn0265508	  8.46  8.46
FBgn0265509	  1.01  1.01
FBgn0265510	 18.63 18.72
FBgn0265511	  6.67  6.76
FBgn0265523	 10.85 10.85
FBgn0265524	  7.35  7.35
FBgn0265525	  6.61  6.69
FBgn0265526	  4.20  4.26
FBgn0265527	  4.20  4.20
FBgn0265529	  6.32  6.32
FBgn0265530	  2.14  2.14
FBgn0265531	 10.73 10.80
FBgn0265532	  3.13  3.16
FBgn0265534	  6.25  6.26
FBgn0265537	  3.06  3.09
FBgn0265538	  7.76  7.76
FBgn0265539	 22.70 22.80
FBgn0265540	 21.32 21.44
FBgn0265543	  2.03  2.03
FBgn0265544	 18.85 19.25
FBgn0265545	 11.27 11.33
FBgn0265549	  6.60  6.64
FBgn0265550	  5.17  5.18
FBgn0265551	 10.48 10.49
FBgn0265574	 15.67 15.68
FBgn0265575	  2.45  2.47
FBgn0265577	 20.44 20.84
FBgn0265578	  2.18  2.18
FBgn0265579	 12.58 12.58
FBgn0265580	  3.09  3.13
FBgn0265582	 20.12 20.12
FBgn0265583	 14.28 14.35
FBgn0265584	 11.90 11.90
FBgn0265585	  4.11  4.11
FBgn0265588	 13.67 13.69
FBgn0265589	  5.17  5.18
FBgn0265590	 11.90 11.97
FBgn0265591	  3.06  3.07
FBgn0265592	  2.03  2.03
FBgn0265593	  2.03  2.04
FBgn0265594	 16.28 16.35
FBgn0265595	  -0.00  -0.00
FBgn0265596	 11.61 11.61
FBgn0265597	  1.01  1.01
FBgn0265605	 18.85 18.92
FBgn0265606	 12.43 12.44
FBgn0265608	 17.22 17.24
FBgn0265609	  6.39  6.42
FBgn0265611	  5.17  5.22
FBgn0265612	 10.45 10.48
FBgn0265613	  4.15  4.17
FBgn0265614	  9.69  9.83
FBgn0265623	  3.06  3.07
FBgn0265625	 13.08 13.09
FBgn0265630	 13.08 13.33
FBgn0265631	  7.43  7.55
FBgn0265632	 12.03 12.14
FBgn0265635	  -0.00  -0.00
FBgn0265636	 12.03 12.09
FBgn0265637	-nan	-nan
FBgn0265638	  6.25  6.26
FBgn0265639	 25.57 25.85
FBgn0265640	  9.10  9.10
FBgn0265641	 37.86 38.99
FBgn0265642	  1.03  1.03
FBgn0265643	  1.01  1.01
FBgn0265644	  4.11  4.11
FBgn0265645	 17.12 17.23
FBgn0265646	  5.17  5.18
FBgn0265648	 12.72 12.73
FBgn0265649	  9.69  9.70
FBgn0265651	 13.31 13.42
FBgn0265657	  6.25  6.29
FBgn0265658	  1.03  1.03
FBgn0265659	  3.09  3.09
FBgn0265660	  -0.00  -0.00
FBgn0265661	  5.23  5.23
FBgn0265662	  6.75  6.76
FBgn0265663	  5.17  5.19
FBgn0265664	 14.33 14.55
FBgn0265665	  1.01  1.01
FBgn0265666	  -0.00  -0.00
FBgn0265670	  1.01  1.01
FBgn0265671	  -0.00  -0.00
FBgn0265672	  3.19  3.23
FBgn0265673	  -0.00  -0.00
FBgn0265674	  1.01  1.01
FBgn0265675	  2.03  2.03
FBgn0265676	-nan	-nan
FBgn0265677	  9.14  9.34
FBgn0265678	 10.19 10.26
FBgn0265679	  4.11  4.13
FBgn0265680	  2.51  2.51
FBgn0265681	 14.50 14.82
FBgn0265682	  -0.00  -0.00
FBgn0265683	  7.84  7.84
FBgn0265684	  2.21  2.21
FBgn0265687	  3.13  3.13
FBgn0265688	 21.44 21.44
FBgn0265690	 11.74 11.75
FBgn0265691	  -0.00  -0.00
FBgn0265692	  3.06  3.07
FBgn0265693	 17.43 17.77
FBgn0265694	  2.03  2.03
FBgn0265695	 14.68 14.89
FBgn0265696	 12.03 12.17
FBgn0265697	  4.11  4.11
FBgn0265699	  7.35  7.35
FBgn0265700	  -0.00  -0.00
FBgn0265701	  2.05  2.05
FBgn0265702	 16.93 17.03
FBgn0265704	  6.32  6.33
FBgn0265705	  2.31  2.31
FBgn0265706	  -0.00  -0.00
FBgn0265707	 10.13 10.17
FBgn0265708	  5.17  5.18
FBgn0265710	  5.23  5.25
FBgn0265711	  4.11  4.11
FBgn0265712	  1.07  1.08
FBgn0265713	 13.08 13.25
FBgn0265715	  8.64  8.70
FBgn0265716	  7.35  7.35
FBgn0265717	  -0.00  -0.00
FBgn0265718	  2.07  2.07
FBgn0265719	  1.01  1.01
FBgn0265720	  1.01  1.01
FBgn0265721	  -0.00  -0.00
FBgn0265722	  1.03  1.03
FBgn0265723	  5.17  5.18
FBgn0265724	  6.25  6.29
FBgn0265725	  4.29  4.29
FBgn0265726	  6.82  6.82
FBgn0265727	-nan	-nan
FBgn0265728	 29.65 29.80
FBgn0265729	  4.11  4.11
FBgn0265730	  1.99  2.00
FBgn0265731	  7.84  7.92
FBgn0265732	  9.59  9.59
FBgn0265733	  2.18  2.18
FBgn0265735	  1.01  1.01
FBgn0265736	  4.33  4.36
FBgn0265737	  2.03  2.03
FBgn0265738	  -0.00  -0.00
FBgn0265739	 10.73 10.76
FBgn0265740	  3.80  3.85
FBgn0265741	  8.83  8.84
FBgn0265742	  6.39  6.47
FBgn0265743	  8.41  8.43
FBgn0265744	  -0.00  -0.00
FBgn0265745	  -0.00  -0.00
FBgn0265746	 15.44 15.44
FBgn0265747	  -0.00  -0.00
FBgn0265749	  9.35  9.48
FBgn0265751	  8.46  8.46
FBgn0265752	  1.01  1.01
FBgn0265753	 26.68 26.72
FBgn0265754	 10.85 10.87
FBgn0265755	  1.01  1.01
FBgn0265756	  8.02  8.03
FBgn0265758	  5.17  5.22
FBgn0265759	  6.53  6.53
FBgn0265760	  6.98  7.01
FBgn0265761	-nan	-nan
FBgn0265762	  5.23  5.28
FBgn0265763	  -0.00  -0.00
FBgn0265764	  -0.00  -0.00
FBgn0265765	 18.63 18.66
FBgn0265766	  2.03  2.03
FBgn0265778	  9.59  9.59
FBgn0265784	  -0.00  -0.00
FBgn0265785	  5.46  5.46
FBgn0265786	  6.60  6.61
FBgn0265788	 10.97 10.97
FBgn0265789	  7.76  7.89
FBgn0265790	  2.07  2.07
FBgn0265791	  5.17  5.19
FBgn0265792	  2.18  2.18
FBgn0265794	  7.67  7.70
FBgn0265795	  1.01  1.01
FBgn0265796	  -0.00  -0.00
FBgn0265797	  9.43  9.47
FBgn0265798	  2.14  2.14
FBgn0265799	  4.11  4.11
FBgn0265800	  5.17  5.18
FBgn0265801	  1.02  1.02
FBgn0265802	  4.92  4.94
FBgn0265803	  3.06  3.06
FBgn0265805	  4.11  4.11
FBgn0265807	 15.16 15.28
FBgn0265808	  1.42  1.43
FBgn0265810	  4.11  4.17
FBgn0265811	  4.24  4.25
FBgn0265812	  3.13  3.13
FBgn0265813	  5.40  5.40
FBgn0265814	  5.71  5.71
FBgn0265815	 17.33 17.55
FBgn0265817	  2.03  2.03
FBgn0265818	  2.07  2.07
FBgn0265819	  5.17  5.18
FBgn0265820	  -0.00  -0.00
FBgn0265821	  5.34  5.34
FBgn0265823	  1.05  1.05
FBgn0265824	 11.90 11.90
FBgn0265826	  2.42  2.44
FBgn0265827	  3.75  3.75
FBgn0265828	  -0.00  -0.00
FBgn0265829	 13.37 13.41
FBgn0265831	 16.80 16.90
FBgn0265832	  6.46  6.49
FBgn0265833	  1.01  1.01
FBgn0265834	  6.75  6.75
FBgn0265837	  6.53  6.56
FBgn0265838	  7.35  7.35
FBgn0265839	  -0.00  -0.00
FBgn0265840	  -0.00  -0.00
FBgn0265841	  1.01  1.01
FBgn0265842	  -0.00  -0.00
FBgn0265843	  4.11  4.11
FBgn0265844	  9.59  9.59
FBgn0265845	  5.28  5.30
FBgn0265846	  -0.00  -0.00
FBgn0265849	  1.05  1.05
FBgn0265850	  3.19  3.20
FBgn0265851	  1.03  1.03
FBgn0265853	 10.48 10.49
FBgn0265854	  -0.00  -0.00
FBgn0265855	  5.23  5.23
FBgn0265856	  -0.00  -0.00
FBgn0265857	  -0.00  -0.00
FBgn0265858	  4.48  4.48
FBgn0265859	  1.20  1.20
FBgn0265861	 12.03 12.08
FBgn0265862	  1.11  1.11
FBgn0265863	  3.06  3.09
FBgn0265864	  3.06  3.09
FBgn0265865	  3.09  3.09
FBgn0265866	  3.37  3.38
FBgn0265869	  7.23  7.25
FBgn0265870	 14.28 14.30
FBgn0265872	 13.49 13.53
FBgn0265873	  8.21  8.22
FBgn0265874	 24.47 24.70
FBgn0265875	  7.23  7.28
FBgn0265876	  2.03  2.04
FBgn0265878	  2.03  2.04
FBgn0265879	  4.11  4.11
FBgn0265880	  1.01  1.01
FBgn0265881	 20.12 20.17
FBgn0265882	  1.01  1.01
FBgn0265883	  9.69  9.73
FBgn0265884	 12.03 12.17
FBgn0265885	 10.61 10.61
FBgn0265886	 23.26 23.97
FBgn0265887	  7.41  7.43
FBgn0265889	 20.04 20.24
FBgn0265890	  4.29  4.31
FBgn0265891	 20.12 20.28
FBgn0265892	  1.01  1.01
FBgn0265893	  3.06  3.09
FBgn0265894	  2.42  2.42
FBgn0265895	  1.08  1.09
FBgn0265897	 18.63 18.65
FBgn0265898	 14.93 14.96
FBgn0265900	  8.51  8.52
FBgn0265901	  6.46  6.46
FBgn0265902	  -0.00  -0.00
FBgn0265903	  -0.00  -0.00
FBgn0265904	 18.63 18.72
FBgn0265905	 12.45 12.46
FBgn0265908	  4.15  4.16
FBgn0265909	  3.06  3.07
FBgn0265910	  5.28  5.29
FBgn0265911	  8.55  8.58
FBgn0265912	  7.29  7.48
FBgn0265913	  5.52  5.52
FBgn0265914	  5.17  5.22
FBgn0265915	  7.35  7.47
FBgn0265916	  2.33  2.34
FBgn0265917	 10.32 10.34
FBgn0265918	  9.90  10.00
FBgn0265919	  8.58  8.65
FBgn0265921	  5.17  5.18
FBgn0265922	  2.09  2.09
FBgn0265924	 15.67 15.69
FBgn0265926	  6.39  6.39
FBgn0265927	  9.59  9.60
FBgn0265928	 11.61 11.61
FBgn0265930	  1.01  1.01
FBgn0265931	  6.82  6.83
FBgn0265932	 10.61 10.71
FBgn0265933	  2.23  2.23
FBgn0265934	  -0.00  -0.00
FBgn0265935	  4.11  4.11
FBgn0265937	  3.06  3.09
FBgn0265938	  4.15  4.18
FBgn0265939	 15.85 15.98
FBgn0265940	  3.06  3.07
FBgn0265942	  5.40  5.40
FBgn0265943	  -0.00  -0.00
FBgn0265944	  1.03  1.03
FBgn0265945	  3.06  3.07
FBgn0265946	  1.01  1.01
FBgn0265947	  1.03  1.03
FBgn0265948	  -0.00  -0.00
FBgn0265949	  2.09  2.11
FBgn0265950	  6.25  6.26
FBgn0265951	 10.59 10.75
FBgn0265952	  2.14  2.14
FBgn0265953	 16.22 16.35
FBgn0265954	  1.23  1.23
FBgn0265955	 14.93 14.96
FBgn0265956	  1.04  1.04
FBgn0265957	  9.80  9.89
FBgn0265958	  3.06  3.07
FBgn0265959	  3.06  3.06
FBgn0265960	  1.01  1.01
FBgn0265961	  7.93  7.94
FBgn0265962	  2.07  2.07
FBgn0265963	 13.22 13.26
FBgn0265964	  8.93  8.95
FBgn0265965	  6.70  6.73
FBgn0265967	  3.06  3.06
FBgn0265974	  3.06  3.07
FBgn0265976	  -0.00  -0.00
FBgn0265977	  1.06  1.06
FBgn0265979	  3.26  3.27
FBgn0265980	  1.01  1.01
FBgn0265981	  1.01  1.01
FBgn0265982	  -0.00  -0.00
FBgn0265983	  2.03  2.04
FBgn0265986	 14.16 14.16
FBgn0265991	  2.03  2.04
FBgn0265992	 10.85 10.87
FBgn0265993	  -0.00  -0.00
FBgn0265994	  -0.00  -0.00
FBgn0265995	  4.11  4.11
FBgn0265996	  -0.00  -0.00
FBgn0265997	  4.15  4.16
FBgn0265998	  9.59  9.74
FBgn0266000	 13.18 13.32
FBgn0266001	  3.16  3.19
FBgn0266002	  -0.00  -0.00
FBgn0266003	  9.18  9.28
FBgn0266004	  6.25  6.26
FBgn0266005	  8.46  8.48
FBgn0266007	  -0.00  -0.00
FBgn0266008	  3.06  3.06
FBgn0266009	  3.06  3.07
FBgn0266010	 10.32 10.32
FBgn0266011	  5.34  5.39
FBgn0266019	 13.31 13.64
FBgn0266020	  1.04  1.04
FBgn0266021	  6.32  6.32
FBgn0266022	 12.63 12.67
FBgn0266023	  -0.00  -0.00
FBgn0266024	  6.25  6.26
FBgn0266025	 15.85 15.85
FBgn0266026	  2.03  2.04
FBgn0266027	 10.85 10.87
FBgn0266028	  5.17  5.18
FBgn0266029	 12.03 12.11
FBgn0266030	  -0.00  -0.00
FBgn0266032	  9.59  9.67
FBgn0266033	  1.01  1.01
FBgn0266034	 16.74 16.78
FBgn0266035	 14.28 14.35
FBgn0266036	  -0.00  -0.00
FBgn0266037	  6.25  6.26
FBgn0266039	  7.23  7.24
FBgn0266040	 10.73 10.74
FBgn0266041	  1.02  1.02
FBgn0266042	 20.95 20.99
FBgn0266043	  5.34  5.36
FBgn0266045	  -0.00  -0.00
FBgn0266046	  2.03  2.03
FBgn0266048	  1.07  1.07
FBgn0266049	  6.32  6.33
FBgn0266051	  6.60  6.61
FBgn0266053	  9.18  9.19
FBgn0266064	  1.01  1.01
FBgn0266065	  6.25  6.25
FBgn0266066	  2.03  2.03
FBgn0266067	  1.01  1.01
FBgn0266068	  1.04  1.04
FBgn0266070	 12.53 12.53
FBgn0266071	  7.60  7.72
FBgn0266072	  1.01  1.01
