gene	N	S	dN	dS	w
FBgn0046258	689.4	192.6	0.0134	0.0825	0.1626
FBgn0046294	295.1	118.9	0.1223	0.1781	0.687
FBgn0046296	1128.1	341.9	0.0054	0.1396	0.0385
FBgn0046301	1030.7	331.3	0.013	0.1106	0.1177
FBgn0046302	976.6	298.4	0.0584	0.1088	0.5368
FBgn0046332	1191.0	312.0	0.0154	0.1404	0.1094
FBgn0046685	1759.1	613.9	0.0081	0.1075	0.0756
FBgn0046687	941.9	234.1	0.0088	0.1137	0.0772
FBgn0046689	906.6	272.4	0.0305	0.0933	0.327
FBgn0046704	2833.5	769.5	0.0018	0.1254	0.0142
FBgn0046706	1331.2	363.8	0.0432	0.1358	0.3182
FBgn0046763	188.9	51.1	0.0109	0.0598	0.1822
FBgn0046793	864.9	290.1	0.0203	0.1587	0.1279
FBgn0046874	2255.0	832.0	0.0341	0.0851	0.401
FBgn0046875	389.9	45.1	0.0131	0.1257	0.1038
FBgn0046876	565.1	163.9	0.0164	0.1614	0.1013
FBgn0046878	583.7	142.3	0.0226	0.1651	0.1367
FBgn0046879	559.3	175.7	0.009	0.1153	0.0778
FBgn0046880	313.2	97.8	0.0165	0.1105	0.1495
FBgn0046888	884.9	342.1	0.0662	0.1567	0.4225
FBgn0046999	373.2	103.8	0.0217	0.2485	0.0872
FBgn0047038	297.7	74.3	0.0034	0.1829	0.0187
FBgn0047114	356.4	108.6	0.026	0.1489	0.1748
FBgn0047135	136.7	55.3	0.0001	0.0823	0.001
FBgn0047178	469.6	202.4	0.0131	0.0903	0.145
FBgn0047199	132.2	56.8	0.0228	0.0002	99.0
FBgn0047330	180.1	68.9	0.0335	0.0839	0.399
FBgn0047334	172.6	58.4	0.0506	0.0673	0.7522
FBgn0047338	173.6	75.4	0.0354	0.0978	0.3624
FBgn0047351	181.6	58.4	0.0343	0.1284	0.2675
FBgn0050001	843.6	314.4	0.0208	0.1289	0.1614
FBgn0050008	596.2	201.8	0.0335	0.1793	0.1868
FBgn0050010	483.0	162.0	0.0251	0.1259	0.1993
FBgn0050011	2148.0	609.0	0.0038	0.0721	0.0525
FBgn0050015	3258.4	1112.6	0.012	0.1084	0.1104
FBgn0050016	241.9	97.1	0.017	0.0887	0.1917
FBgn0050018	618.6	191.4	0.0824	0.1513	0.5446
FBgn0050021	1372.3	412.7	0.0015	0.1414	0.0104
FBgn0050022	631.7	205.3	0.0064	0.1311	0.0487
FBgn0050026	440.8	243.2	0.0664	0.0932	0.7117
FBgn0050033	130.0	50.0	0.0078	0.0869	0.0896
FBgn0050035	1953.4	617.6	0.0026	0.1303	0.0199
FBgn0050037	1001.6	258.4	0.0257	0.2141	0.1202
FBgn0050039	337.3	103.7	0.1589	0.2239	0.7099
FBgn0050042	530.2	246.8	0.0078	0.1352	0.0575
FBgn0050043	1986.4	647.6	0.0081	0.1466	0.0555
FBgn0050044	1186.8	415.2	0.013	0.1068	0.1218
FBgn0050045	334.6	97.4	0.0031	0.1615	0.0189
FBgn0050046	1874.9	642.1	0.014	0.1199	0.1167
FBgn0050047	1918.7	718.3	0.009	0.1291	0.0696
FBgn0050048	2547.5	827.5	0.0477	0.1754	0.2722
FBgn0050049	1899.8	734.2	0.0188	0.1347	0.1393
FBgn0050050	429.4	146.6	0.0334	0.1177	0.2838
FBgn0050051	325.8	127.2	0.0196	0.1085	0.1803
FBgn0050052	475.8	160.2	0.0361	0.1714	0.2107
FBgn0050053	728.7	276.3	0.027	0.1865	0.145
FBgn0050054	774.4	188.6	0.0276	0.1797	0.1534
FBgn0050056	312.4	83.6	0.0033	0.1012	0.0322
FBgn0050058	294.1	122.9	0.2456	0.1661	1.4785
FBgn0050062	377.0	136.0	0.0139	0.1044	0.1328
FBgn0050065	196.9	52.1	0.048	0.1108	0.433
FBgn0050067	445.1	154.9	0.0295	0.1357	0.2177
FBgn0050069	4748.5	1515.5	0.0104	0.159	0.0657
FBgn0050073	547.6	166.4	0.0419	0.1911	0.2191
FBgn0050075	453.8	131.2	0.1705	0.1963	0.8683
FBgn0050076	1040.0	355.0	0.0067	0.1251	0.0539
FBgn0050077	355.0	86.0	0.0028	0.1838	0.0154
FBgn0050080	241.5	106.5	0.0085	0.115	0.0736
FBgn0050082	620.6	219.4	0.0423	0.1067	0.3968
FBgn0050083	613.3	223.7	0.0335	0.1747	0.1917
FBgn0050085	3085.9	1144.1	0.0166	0.1191	0.1396
FBgn0050087	625.9	205.1	0.0436	0.1338	0.3255
FBgn0050088	635.0	208.0	0.0212	0.1492	0.1419
FBgn0050089	2708.1	1026.9	0.0098	0.0674	0.1449
FBgn0050090	653.3	219.7	0.0751	0.1642	0.4572
FBgn0050091	1169.5	408.5	0.1404	0.1327	1.0587
FBgn0050093	220.8	61.2	0.0046	0.205	0.0225
FBgn0050094	383.0	100.0	0.0053	0.138	0.0384
FBgn0050095	465.7	176.3	0.0087	0.2259	0.0385
FBgn0050096	478.5	178.5	0.0441	0.1657	0.2659
FBgn0050098	575.9	213.1	0.1163	0.1765	0.6588
FBgn0050099	483.9	152.1	0.0486	0.1198	0.4056
FBgn0050100	338.3	99.7	0.0151	0.1532	0.0984
FBgn0050101	756.8	227.2	0.0013	0.0999	0.0129
FBgn0050103	1266.9	470.1	0.0169	0.1583	0.1064
FBgn0050104	1308.1	446.9	0.0173	0.1163	0.1484
FBgn0050105	335.8	129.2	0.0308	0.1175	0.2624
FBgn0050106	1152.5	344.5	0.0071	0.1085	0.0655
FBgn0050108	198.0	66.0	0.0472	0.2637	0.179
FBgn0050109	213.5	50.5	0.0048	0.2093	0.0227
FBgn0050110	1426.0	413.0	0.077	0.1445	0.5324
FBgn0050115	3523.5	1120.5	0.0072	0.1266	0.0571
FBgn0050120	1100.2	336.8	0.0138	0.1671	0.0828
FBgn0050122	2781.5	1019.5	0.0107	0.0808	0.1324
FBgn0050147	1959.5	491.5	0.0001	0.1424	0.001
FBgn0050148	278.4	93.6	0.0527	0.171	0.3082
FBgn0050151	617.0	214.0	0.0901	0.1307	0.6894
FBgn0050154	152.8	39.2	0.0337	0.1542	0.2187
FBgn0050156	868.6	205.4	0.0287	0.1211	0.2371
FBgn0050157	555.8	146.2	0.024	0.0986	0.2432
FBgn0050158	706.2	133.8	0.0014	0.105	0.0137
FBgn0050159	604.5	112.5	0.0067	0.2422	0.0278
FBgn0050161	558.2	194.8	0.0377	0.1093	0.3449
FBgn0050163	212.7	66.3	0.0096	0.1159	0.0832
FBgn0050169	2128.8	772.2	0.0768	0.1122	0.6845
FBgn0050172	257.5	78.5	0.004	0.0937	0.0422
FBgn0050177	458.8	159.2	0.0854	0.149	0.5729
FBgn0050178	457.6	103.4	0.0233	0.1285	0.1815
FBgn0050181	1321.4	277.6	0.0124	0.1492	0.0831
FBgn0050183	3539.4	1116.6	0.0197	0.1423	0.1382
FBgn0050184	558.5	110.5	0.0183	0.3197	0.0573
FBgn0050185	446.1	90.9	0.0116	0.2151	0.0541
FBgn0050192	140.7	69.3	0.0452	0.0299	1.5131
FBgn0050195	347.8	111.2	0.0087	0.068	0.128
FBgn0050196	349.7	91.3	0.0058	0.1724	0.0339
FBgn0050197	265.3	73.7	0.0038	0.0746	0.0508
FBgn0050203	2120.6	651.4	0.0197	0.1402	0.1404
FBgn0050222	791.4	267.6	0.1389	0.1742	0.7974
FBgn0050259	1307.2	312.8	0.0109	0.1891	0.0574
FBgn0050263	4074.5	1529.5	0.0137	0.1072	0.1281
FBgn0050268	2799.8	920.2	0.0156	0.141	0.1109
FBgn0050269	319.4	112.6	0.0259	0.0867	0.2986
FBgn0050272	1132.9	358.1	0.0062	0.1265	0.0492
FBgn0050273	292.0	92.0	0.0069	0.0601	0.1151
FBgn0050275	2979.5	914.5	0.0149	0.1628	0.0916
FBgn0050277	1545.0	504.0	0.0138	0.1136	0.121
FBgn0050278	632.8	180.2	0.0327	0.1513	0.2162
FBgn0050280	617.9	246.1	0.0181	0.052	0.3489
FBgn0050281	670.8	202.2	0.0379	0.124	0.3059
FBgn0050285	251.4	84.6	0.0633	0.0762	0.8306
FBgn0050286	624.1	206.9	0.0449	0.149	0.3011
FBgn0050287	637.7	211.3	0.062	0.2424	0.2558
FBgn0050288	501.0	165.0	0.0891	0.1633	0.5455
FBgn0050289	692.9	204.1	0.2003	0.3302	0.6065
FBgn0050290	421.2	151.8	0.0122	0.1782	0.0688
FBgn0050291	1273.5	253.5	0.0201	0.192	0.1048
FBgn0050295	1560.1	581.9	0.0143	0.0361	0.3957
FBgn0050296	1137.2	374.8	0.0126	0.0899	0.1396
FBgn0050323	655.1	187.9	0.0637	0.2489	0.2562
FBgn0050324	370.4	121.6	0.0192	0.1478	0.1297
FBgn0050325	1723.2	520.8	0.0632	0.1891	0.3341
FBgn0050334	270.2	119.8	0.0334	0.1003	0.3328
FBgn0050338	657.0	207.0	0.0092	0.1127	0.082
FBgn0050339	690.0	234.0	0.0207	0.0981	0.2115
FBgn0050340	881.5	294.5	0.0225	0.1379	0.1629
FBgn0050342	801.9	188.1	0.0063	0.1772	0.0358
FBgn0050343	260.7	81.3	0.0638	0.1491	0.4277
FBgn0050344	1123.3	397.7	0.0081	0.0977	0.0831
FBgn0050345	1102.0	386.0	0.013	0.1461	0.0892
FBgn0050349	1415.0	442.0	0.0228	0.113	0.202
FBgn0050350	859.6	247.4	0.0083	0.1511	0.0549
FBgn0050355	398.4	159.6	0.0413	0.0547	0.7558
FBgn0050356	319.6	121.4	0.0831	0.0366	2.2716
FBgn0050357	1019.2	330.8	0.0358	0.0705	0.5075
FBgn0050359	1487.1	402.9	0.0103	0.1174	0.0874
FBgn0050360	1392.9	410.1	0.0081	0.1395	0.0581
FBgn0050361	3131.9	885.1	0.1635	0.3803	0.43
FBgn0050363	600.4	176.6	0.0168	0.0815	0.2057
FBgn0050364	657.5	215.5	0.0183	0.1347	0.1358
FBgn0050365	1053.4	347.6	0.043	0.1115	0.3854
FBgn0050366	625.2	226.8	0.0312	0.133	0.2346
FBgn0050369	178.3	82.7	0.029	0.1229	0.2362
FBgn0050371	916.4	280.6	0.0182	0.1343	0.1354
FBgn0050372	2632.7	832.3	0.0008	0.0975	0.0078
FBgn0050373	382.0	92.0	0.0027	0.2084	0.0128
FBgn0050375	927.8	266.2	0.0132	0.1447	0.0915
FBgn0050376	539.9	138.1	0.0385	0.1388	0.2771
FBgn0050378	343.5	100.5	0.0149	0.1626	0.0915
FBgn0050379	638.4	246.6	0.0192	0.16	0.1198
FBgn0050380	219.0	84.0	0.0233	0.1638	0.1425
FBgn0050381	544.9	166.1	0.017	0.1682	0.101
FBgn0050383	576.4	179.6	0.0159	0.1526	0.1044
FBgn0050384	1623.9	497.1	0.0294	0.1417	0.2073
FBgn0050385	1174.3	433.7	0.0297	0.123	0.2415
FBgn0050389	2181.2	740.8	0.007	0.0833	0.084
FBgn0050390	649.5	217.5	0.0063	0.2297	0.0274
FBgn0050392	486.7	179.3	0.0062	0.0864	0.0722
FBgn0050394	1823.4	669.6	0.0139	0.1308	0.1066
FBgn0050395	2050.1	637.9	0.0807	0.1296	0.6232
FBgn0050398	637.0	164.0	0.0063	0.1617	0.0389
FBgn0050401	590.0	235.0	0.0366	0.1056	0.3468
FBgn0050403	643.4	256.6	0.0289	0.1377	0.2098
FBgn0050404	660.2	170.8	0.0031	0.1467	0.021
FBgn0050410	634.9	88.1	0.0016	0.1508	0.0105
FBgn0050411	313.0	101.0	0.0402	0.0852	0.4718
FBgn0050412	693.1	194.9	0.2217	0.5088	0.4358
FBgn0050413	275.0	88.0	0.0232	0.1331	0.174
FBgn0050416	1180.6	424.4	0.0652	0.1015	0.642
FBgn0050417	631.0	170.0	0.0712	0.1512	0.471
FBgn0050418	1400.7	345.3	0.0051	0.1722	0.0294
FBgn0050419	687.3	185.7	0.0621	0.1698	0.3659
FBgn0050421	2858.0	955.0	0.0157	0.107	0.1469
FBgn0050423	287.4	90.6	0.0263	0.117	0.2245
FBgn0050431	1019.5	234.5	0.0179	0.1464	0.1221
FBgn0050432	278.8	117.2	0.1247	0.103	1.21
FBgn0050438	1154.6	417.4	0.0113	0.1155	0.0977
FBgn0050441	306.5	86.5	0.0166	0.1698	0.0977
FBgn0050443	1308.4	377.6	0.0211	0.1023	0.2063
FBgn0050446	1575.2	335.8	0.0013	0.1179	0.0108
FBgn0050447	339.8	119.2	0.1123	0.1113	1.0085
FBgn0050458	291.0	144.0	0.0074	0.0981	0.0757
FBgn0050460	2893.7	1000.3	0.0362	0.1145	0.3166
FBgn0050461	518.0	157.0	0.0297	0.0823	0.3606
FBgn0050462	1034.6	333.4	0.0108	0.1661	0.065
FBgn0050463	1549.7	400.3	0.002	0.1437	0.0136
FBgn0050466	904.2	310.8	0.0643	0.1469	0.4377
FBgn0050467	1175.5	387.5	0.0129	0.097	0.1332
FBgn0050476	243.0	75.0	0.0001	0.1439	0.001
FBgn0050480	1990.3	769.7	0.0346	0.1248	0.2771
FBgn0050481	364.4	100.6	0.0144	0.0781	0.1838
FBgn0050484	2096.6	621.4	0.084	0.1792	0.4688
FBgn0050485	2206.3	709.7	0.0539	0.1442	0.3737
FBgn0050486	597.3	191.7	0.0118	0.1235	0.0959
FBgn0050487	385.4	142.6	0.1054	0.1623	0.6492
FBgn0050488	620.1	195.9	0.0464	0.1664	0.2786
FBgn0050491	739.0	254.0	0.0028	0.0785	0.0352
FBgn0050493	725.7	252.3	0.007	0.0815	0.0856
FBgn0050495	748.0	233.0	0.0137	0.1081	0.1272
FBgn0050496	1395.6	509.4	0.0176	0.1163	0.1515
FBgn0050499	521.2	141.8	0.0019	0.1308	0.0148
FBgn0050502	811.5	253.5	0.015	0.1064	0.1407
FBgn0051004	3357.9	1004.1	0.0037	0.1037	0.0354
FBgn0051005	1001.4	306.6	0.0031	0.0409	0.0753
FBgn0051007	377.9	144.1	0.0138	0.1065	0.1299
FBgn0051008	249.0	93.0	0.1104	0.1073	1.0289
FBgn0051010	575.2	186.8	0.0946	0.1456	0.6498
FBgn0051013	1204.8	394.2	0.0524	0.1483	0.3534
FBgn0051014	1208.3	402.7	0.0203	0.182	0.1118
FBgn0051015	1223.7	351.3	0.0142	0.1221	0.116
FBgn0051016	1185.3	422.7	0.0481	0.149	0.3227
FBgn0051017	1035.7	353.3	0.0715	0.1296	0.5514
FBgn0051019	1488.2	419.8	0.0014	0.143	0.0096
FBgn0051021	1050.0	309.0	0.0365	0.1638	0.2226
FBgn0051025	2323.5	670.5	0.0177	0.145	0.1222
FBgn0051028	2533.4	928.6	0.0036	0.1051	0.0343
FBgn0051029	2075.3	639.7	0.0184	0.1065	0.1724
FBgn0051030	961.8	307.2	0.0086	0.1659	0.0518
FBgn0051036	2276.6	735.4	0.0063	0.1344	0.0465
FBgn0051038	1698.6	485.4	0.0042	0.0939	0.0445
FBgn0051040	1663.9	562.1	0.0043	0.1581	0.0271
FBgn0051041	492.3	101.7	0.0234	0.1968	0.1188
FBgn0051050	180.5	62.5	0.0171	0.104	0.1647
FBgn0051051	498.4	137.6	0.0041	0.129	0.0315
FBgn0051055	1011.8	296.2	0.0753	0.1152	0.6533
FBgn0051064	2058.2	569.8	0.0115	0.1622	0.0712
FBgn0051065	974.8	288.2	0.0096	0.1259	0.0766
FBgn0051068	1706.1	543.9	0.0357	0.1484	0.2409
FBgn0051072	2119.6	631.4	0.0144	0.0823	0.1754
FBgn0051075	1175.9	348.1	0.0052	0.1494	0.0348
FBgn0051076	381.9	164.1	0.0136	0.0732	0.1861
FBgn0051077	2292.2	656.8	0.046	0.1902	0.2419
FBgn0051080	528.8	194.2	0.0077	0.1318	0.0588
FBgn0051081	707.3	267.7	0.0175	0.0936	0.1868
FBgn0051087	916.8	331.2	0.0123	0.1169	0.1055
FBgn0051088	124.2	40.8	1.3751	63.2338	0.0217
FBgn0051089	943.5	319.5	0.0218	0.1329	0.164
FBgn0051091	960.3	311.7	0.0308	0.1364	0.2254
FBgn0051093	294.5	140.5	0.053	0.0541	0.9789
FBgn0051098	938.2	312.8	0.0044	0.1388	0.0314
FBgn0051099	937.7	262.3	0.0152	0.1433	0.1064
FBgn0051100	1525.7	622.3	0.0094	0.0917	0.1022
FBgn0051102	874.2	385.8	0.0116	0.0592	0.1955
FBgn0051103	1077.9	440.1	0.0075	0.1384	0.0544
FBgn0051105	1304.1	378.9	0.0223	0.2081	0.107
FBgn0051106	1113.7	425.3	0.0055	0.1507	0.0362
FBgn0051108	2037.7	713.3	0.0089	0.0723	0.1231
FBgn0051109	469.7	124.3	0.0216	0.0623	0.3473
FBgn0051111	597.0	210.0	0.0084	0.1282	0.0658
FBgn0051115	695.5	174.5	0.0029	0.141	0.0206
FBgn0051116	2683.7	895.3	0.0034	0.0906	0.0372
FBgn0051118	517.7	121.3	0.0002	0.2184	0.001
FBgn0051119	770.3	258.7	0.0052	0.1343	0.039
FBgn0051121	2062.6	667.4	0.0025	0.1285	0.0193
FBgn0051122	1217.3	354.7	0.0025	0.1433	0.0174
FBgn0051125	931.1	241.9	0.0098	0.097	0.1013
FBgn0051126	349.2	100.8	0.0029	0.158	0.0182
FBgn0051133	1039.0	353.0	0.0291	0.1226	0.2374
FBgn0051139	890.8	300.2	0.028	0.1384	0.2025
FBgn0051141	595.8	163.2	0.0153	0.0964	0.1589
FBgn0051145	2251.4	673.6	0.0182	0.0795	0.2284
FBgn0051146	2957.9	1104.1	0.0065	0.0746	0.0873
FBgn0051148	1291.3	388.7	0.015	0.1367	0.11
FBgn0051151	3706.4	1279.6	0.0222	0.1131	0.196
FBgn0051155	381.0	138.0	0.0001	0.0868	0.001
FBgn0051156	2160.2	683.8	0.0354	0.148	0.2391
FBgn0051157	831.6	329.4	0.0309	0.1373	0.2252
FBgn0051158	3697.3	1096.7	0.003	0.0925	0.0326
FBgn0051159	1621.2	598.8	0.0088	0.1147	0.0772
FBgn0051161	1072.9	304.1	0.0133	0.1182	0.1123
FBgn0051163	2445.9	788.1	0.0017	0.0737	0.0224
FBgn0051164	1357.2	427.8	0.0546	0.1803	0.3026
FBgn0051174	496.8	103.2	0.0519	0.1278	0.4061
FBgn0051176	1011.5	368.5	0.006	0.1068	0.0566
FBgn0051183	3346.1	823.9	0.1138	0.3629	0.3136
FBgn0051184	232.1	76.9	0.0002	0.167	0.001
FBgn0051189	573.3	200.7	0.0199	0.1577	0.1261
FBgn0051191	626.8	138.2	0.0001	0.0948	0.001
FBgn0051195	1942.9	478.1	0.0005	0.1398	0.0037
FBgn0051198	2238.6	581.4	0.0245	0.1179	0.2081
FBgn0051199	669.7	209.3	0.0168	0.2174	0.0775
FBgn0051200	662.4	189.6	0.0283	0.206	0.1374
FBgn0051202	1169.2	408.8	0.0317	0.1209	0.2621
FBgn0051204	1107.6	362.4	0.0259	0.1528	0.1697
FBgn0051205	594.2	203.8	0.0537	0.191	0.2811
FBgn0051206	468.8	122.2	0.0365	0.076	0.4803
FBgn0051211	1964.2	681.8	0.0271	0.092	0.2944
FBgn0051213	4081.9	1327.1	0.0518	0.1401	0.3702
FBgn0051216	838.2	232.8	0.0024	0.0793	0.0302
FBgn0051217	1484.3	399.7	0.0142	0.0633	0.224
FBgn0051219	779.0	250.0	0.1754	0.15	1.1696
FBgn0051220	829.4	256.6	0.176	0.1877	0.9376
FBgn0051221	517.4	139.6	0.0039	0.105	0.0367
FBgn0051223	890.7	291.3	0.0138	0.0857	0.1606
FBgn0051224	4003.8	1342.2	0.012	0.0805	0.1489
FBgn0051225	1216.8	457.2	0.021	0.0917	0.2295
FBgn0051226	121.7	34.3	0.0001	0.0987	0.001
FBgn0051229	475.3	109.7	0.0021	0.1547	0.0137
FBgn0051230	131.8	45.2	0.0295	0.0882	0.3348
FBgn0051231	1590.0	432.0	0.0265	0.1863	0.1423
FBgn0051233	2167.9	688.1	0.0159	0.1117	0.1425
FBgn0051244	717.8	245.2	0.0229	0.1475	0.1552
FBgn0051245	503.0	205.0	0.0411	0.139	0.2959
FBgn0051248	563.7	189.3	0.0159	0.1156	0.1377
FBgn0051249	570.4	176.6	0.0367	0.1244	0.2947
FBgn0051251	737.7	180.3	0.0219	0.1348	0.1625
FBgn0051262	1273.8	463.2	0.0364	0.1512	0.2408
FBgn0051265	629.8	168.2	0.0196	0.173	0.1132
FBgn0051266	632.8	213.2	0.0348	0.0791	0.4402
FBgn0051267	599.9	225.1	0.0368	0.1433	0.257
FBgn0051269	616.3	202.7	0.0149	0.1734	0.0861
FBgn0051272	1251.2	437.8	0.0138	0.1305	0.1054
FBgn0051278	547.0	167.0	0.0226	0.1492	0.1513
FBgn0051279	1019.2	342.8	0.0275	0.1192	0.2308
FBgn0051281	366.8	125.2	0.134	0.2183	0.6138
FBgn0051286	465.8	149.2	0.0448	0.1854	0.2416
FBgn0051287	496.4	151.6	0.1024	0.1893	0.5411
FBgn0051288	1016.5	267.5	0.013	0.2178	0.0596
FBgn0051294	521.2	153.8	0.0217	0.1762	0.1231
FBgn0051296	626.3	213.7	0.0428	0.1618	0.2646
FBgn0051301	1022.7	291.3	0.0247	0.1182	0.209
FBgn0051313	287.1	84.9	0.0292	0.112	0.2605
FBgn0051320	1877.7	651.3	0.0251	0.1381	0.1815
FBgn0051321	1357.7	445.3	0.0067	0.1372	0.049
FBgn0051323	400.3	106.7	0.0001	0.1175	0.001
FBgn0051324	632.2	159.8	0.008	0.0966	0.0824
FBgn0051326	1097.2	462.8	0.0141	0.1169	0.1203
FBgn0051337	240.4	71.6	0.0084	0.0915	0.0914
FBgn0051342	2104.6	877.4	0.0141	0.1108	0.1271
FBgn0051343	2213.3	669.7	0.0174	0.1291	0.135
FBgn0051344	946.7	262.3	0.0186	0.1322	0.141
FBgn0051345	479.7	159.3	0.0063	0.0602	0.1051
FBgn0051347	341.9	87.1	0.0002	0.1684	0.001
FBgn0051357	950.2	231.8	0.0011	0.2084	0.0051
FBgn0051358	1005.2	362.8	0.0303	0.1339	0.226
FBgn0051361	1386.5	602.5	0.0141	0.0586	0.2409
FBgn0051363	512.8	105.2	0.0079	0.0201	0.3929
FBgn0051365	1513.9	403.1	0.0087	0.1487	0.0583
FBgn0051368	3385.9	1072.1	0.0092	0.1244	0.0743
FBgn0051370	911.7	276.3	0.0369	0.2528	0.146
FBgn0051371	1106.0	367.0	0.0397	0.0957	0.4151
FBgn0051373	431.6	156.4	0.0116	0.0864	0.1342
FBgn0051374	2228.7	552.3	0.0087	0.1297	0.0668
FBgn0051380	898.2	316.8	0.0269	0.0985	0.273
FBgn0051388	1033.2	304.8	0.0239	0.1228	0.1948
FBgn0051390	530.9	129.1	0.0001	0.1491	0.001
FBgn0051404	617.1	204.9	0.0368	0.0789	0.4668
FBgn0051406	551.9	177.1	0.1226	0.1849	0.6631
FBgn0051407	350.9	117.1	0.0228	0.1194	0.1911
FBgn0051410	385.6	118.4	0.0107	0.1256	0.0852
FBgn0051413	1222.8	460.2	0.0334	0.1759	0.1896
FBgn0051418	505.1	169.9	0.0754	0.2074	0.3635
FBgn0051419	530.1	180.9	0.0537	0.1632	0.3292
FBgn0051423	1369.5	442.5	0.0524	0.1804	0.2904
FBgn0051424	1334.6	441.4	0.0817	0.2182	0.3743
FBgn0051431	831.4	251.6	0.0177	0.1531	0.1155
FBgn0051437	581.8	213.2	0.0326	0.1485	0.2194
FBgn0051438	456.2	152.8	0.0597	0.1587	0.3765
FBgn0051441	772.4	244.6	0.0315	0.1343	0.2343
FBgn0051445	2104.2	676.8	0.0398	0.2074	0.1918
FBgn0051446	542.2	168.8	0.0291	0.1428	0.204
FBgn0051450	350.8	114.2	0.0179	0.2115	0.0846
FBgn0051453	921.8	341.2	0.0316	0.1251	0.2527
FBgn0051457	783.3	227.7	0.0404	0.1678	0.2409
FBgn0051459	540.9	197.1	0.0465	0.0657	0.7076
FBgn0051460	323.4	99.6	0.0162	0.3187	0.0507
FBgn0051463	890.0	259.0	0.0126	0.0746	0.1693
FBgn0051464	520.1	175.9	0.0295	0.0694	0.4254
FBgn0051465	2224.9	721.1	0.0489	0.15	0.3261
FBgn0051469	391.5	100.5	0.0289	0.3299	0.0875
FBgn0051472	560.0	178.0	0.0055	0.1569	0.0349
FBgn0051473	578.8	192.2	0.0209	0.1685	0.1242
FBgn0051475	953.6	300.4	0.0075	0.1074	0.0694
FBgn0051477	150.0	42.0	0.0345	0.1047	0.3292
FBgn0051481	1814.1	531.9	0.009	0.0901	0.0994
FBgn0051482	440.4	132.6	0.0448	0.1396	0.3212
FBgn0051493	552.2	185.8	0.0349	0.1273	0.2743
FBgn0051495	737.3	285.7	0.029	0.0563	0.5147
FBgn0051496	565.9	301.1	0.0286	0.1372	0.2086
FBgn0051501	675.6	227.4	0.0598	0.1728	0.346
FBgn0051510	2627.1	819.9	0.0448	0.1084	0.4129
FBgn0051515	304.1	82.9	0.1271	0.1489	0.8537
FBgn0051516	551.0	181.0	0.0402	0.1191	0.3372
FBgn0051522	979.0	194.0	0.0108	0.071	0.152
FBgn0051523	856.4	196.6	0.0608	0.2116	0.2872
FBgn0051525	691.0	248.0	0.1274	0.1195	1.0661
FBgn0051528	780.2	251.8	0.0264	0.0955	0.2764
FBgn0051538	1300.5	376.5	0.0507	0.0932	0.544
FBgn0051542	356.8	99.2	0.0085	0.1741	0.049
FBgn0051547	2606.5	597.5	0.0024	0.15	0.0159
FBgn0051551	3131.1	993.9	0.086	0.1643	0.5234
FBgn0051559	1164.8	197.2	0.0035	0.1516	0.023
FBgn0051560	613.2	223.8	0.0453	0.0812	0.5584
FBgn0051561	609.0	225.0	0.0083	0.0942	0.0882
FBgn0051601	1612.6	523.4	0.0793	0.1313	0.6041
FBgn0051606	452.3	138.7	0.0378	0.1508	0.2506
FBgn0051609	280.7	88.3	0.0214	0.1316	0.1627
FBgn0051612	2223.0	738.0	0.0274	0.0925	0.2956
FBgn0051626	497.7	345.3	0.0148	0.1144	0.1296
FBgn0051627	583.5	202.5	0.0296	0.094	0.315
FBgn0051632	1755.2	473.8	0.0108	0.1072	0.1007
FBgn0051633	911.7	312.3	0.0706	0.1436	0.4918
FBgn0051634	1570.2	505.8	0.0138	0.173	0.0798
FBgn0051635	3877.2	1537.8	0.0097	0.073	0.133
FBgn0051636	711.9	227.1	0.0141	0.0938	0.1506
FBgn0051637	1152.0	303.0	0.0027	0.0656	0.0404
FBgn0051638	1607.1	504.9	0.0019	0.1183	0.016
FBgn0051642	1221.5	428.5	0.1198	0.1619	0.7397
FBgn0051643	1921.8	775.2	0.0266	0.0794	0.335
FBgn0051644	225.2	44.8	0.0312	0.2671	0.1169
FBgn0051646	1349.9	459.1	0.0083	0.0781	0.106
FBgn0051648	554.7	168.3	0.011	0.1709	0.0642
FBgn0051659	430.3	145.7	0.0353	0.1681	0.21
FBgn0051660	2134.4	652.6	0.0072	0.0885	0.0813
FBgn0051661	898.7	280.3	0.0113	0.0999	0.1136
FBgn0051663	2211.2	686.8	0.0041	0.0767	0.0536
FBgn0051665	2602.6	868.4	0.0079	0.0561	0.1404
FBgn0051673	712.8	265.2	0.01	0.087	0.1149
FBgn0051674	688.9	292.1	0.0119	0.111	0.107
FBgn0051675	339.3	104.7	0.0121	0.1026	0.1177
FBgn0051676	384.7	92.3	0.0001	0.0992	0.001
FBgn0051678	3153.6	1070.4	0.0178	0.1143	0.1559
FBgn0051679	774.4	236.6	0.0319	0.1172	0.2722
FBgn0051680	347.9	93.1	0.0332	0.2586	0.1284
FBgn0051681	576.6	212.4	0.103	0.1323	0.7782
FBgn0051682	705.9	251.1	0.031	0.0983	0.3154
FBgn0051690	1880.6	696.4	0.0224	0.1111	0.2016
FBgn0051693	1461.2	587.8	0.0124	0.0988	0.1258
FBgn0051694	945.7	329.3	0.0043	0.0782	0.055
FBgn0051697	355.5	85.5	0.0258	0.09	0.2865
FBgn0051698	362.9	90.1	0.0428	0.1253	0.3411
