gene	YN00_dN	YN00_dS	YN00_w	NG86_dN	NG86_dS	NG86_w
FBgn0261611	0.0017	0.0701	0.0248	0.0018	0.0653	0.0272
FBgn0261612	0.0034	0.1446	0.0237	0.0037	0.1045	0.0354
FBgn0261614	0.0725	0.1406	0.5156	0.071	0.1445	0.4914
FBgn0261615	0.0719	0.0436	1.6482	0.0689	0.0494	1.3965
FBgn0261617	0.0121	0.1152	0.1048	0.0125	0.1115	0.1123
FBgn0261618	0.0156	0.0612	0.2546	0.0151	0.0674	0.2244
FBgn0261625	0.0066	0.1371	0.0482	0.0069	0.1127	0.0613
FBgn0261627	0.0729	0.0584	1.2487	0.0667	0.0743	0.8973
FBgn0261628	0.0534	0.0986	0.542	0.0539	0.0948	0.5685
FBgn0261631	0.0359	0.1438	0.2497	0.0386	0.1001	0.3861
FBgn0261634	0.0227	0.1188	0.1913	0.0228	0.1152	0.1981
FBgn0261635	0.0116	0.0487	0.2392	0.0113	0.0525	0.2158
FBgn0261641	0.0061	0.1131	0.0537	0.0062	0.1039	0.0596
FBgn0261647	0.0082	0.1061	0.0769	0.0081	0.1167	0.0691
FBgn0261648	0.0106	0.1318	0.0801	0.0112	0.1286	0.0872
FBgn0261649	0.0054	0.1156	0.0471	0.0059	0.1023	0.0577
FBgn0261671	0.0041	0.1596	0.0255	0.0041	0.1637	0.0249
FBgn0261673	0.0028	0.0755	0.0372	0.003	0.0553	0.0546
FBgn0261674	0.0089	0.0918	0.0967	0.0086	0.0987	0.0874
FBgn0261675	0.0141	0.1216	0.1157	0.0142	0.1197	0.119
FBgn0261679	0.0217	0.1146	0.1897	0.0216	0.1154	0.1872
FBgn0261680	0.0157	0.0937	0.1679	0.0145	0.1201	0.1204
FBgn0261681	0.0275	0.1114	0.2467	0.0272	0.1197	0.2277
FBgn0261682	0.0247	0.0892	0.2767	0.0242	0.0947	0.2555
FBgn0261683	0.0051	0.1213	0.0418	0.005	0.1234	0.0408
FBgn0261686	0.0511	0.0853	0.5992	0.0469	0.1093	0.4292
FBgn0261697	0.026	0.1243	0.2091	0.0251	0.136	0.1849
FBgn0261698	0.0028	0.0558	0.0504	0.0029	0.0528	0.0551
FBgn0261703	0.0097	0.1096	0.0886	0.0099	0.1076	0.0919
FBgn0261704	0.131	0.0229	5.7098	0.118	0.0301	3.9232
FBgn0261705	0.0058	0.1027	0.0565	0.0061	0.0838	0.0729
FBgn0261710	0.0323	0.1141	0.2828	0.0333	0.1147	0.2901
FBgn0261714	0.087	0.1005	0.866	0.0773	0.1269	0.6092
FBgn0261722	0.0138	0.0668	0.2065	0.0138	0.0652	0.2122
FBgn0261723	0.0135	0.1347	0.1003	0.0139	0.1213	0.115
FBgn0261786	0.0079	0.1214	0.0652	0.0082	0.1133	0.0726
FBgn0261787	0.006	0.1202	0.0503	0.0064	0.1148	0.0559
FBgn0261788	0.0091	0.1123	0.0808	0.0091	0.117	0.0778
FBgn0261789	-0.0	0.2619	0.0	0.0	0.1641	-1.0
FBgn0261790	-0.0	0.0212	0.0	0.0	0.0157	-1.0
FBgn0261791	-0.0	0.0609	0.0	0.0	0.0406	-1.0
FBgn0261792	-0.0	0.1209	0.0	0.0	0.1164	-1.0
FBgn0261793	0.11	0.1596	0.689	0.1068	0.1723	0.6199
FBgn0261794	0.0171	0.0789	0.2165	0.0178	0.0747	0.2384
FBgn0261797	0.0009	0.1245	0.0075	0.0009	0.1216	0.0077
FBgn0261799	0.0105	0.1332	0.0789	0.0107	0.1304	0.0823
FBgn0261800	0.003	0.1506	0.0201	0.0031	0.1287	0.0244
FBgn0261801	0.0011	0.0432	0.0264	0.0011	0.0461	0.0241
FBgn0261803	0.0177	0.302	0.0585	0.0179	0.2679	0.0669
FBgn0261804	0.0037	0.0754	0.0495	0.0037	0.0739	0.0506
FBgn0261806	0.1362	0.1464	0.9305	0.1231	0.1979	0.6223
FBgn0261807	0.0227	0.0278	0.8157	0.0213	0.0335	0.6354
FBgn0261808	0.0125	0.1342	0.0932	0.0124	0.1356	0.0912
FBgn0261811	0.0066	0.117	0.0564	0.0074	0.092	0.0799
FBgn0261816	0.053	0.0862	0.615	0.0443	0.1291	0.3429
FBgn0261817	0.028	0.0482	0.5808	0.0263	0.0565	0.4647
FBgn0261822	0.007	0.0511	0.1378	0.0069	0.0541	0.1273
FBgn0261823	0.0092	0.0854	0.1079	0.0087	0.1064	0.0818
FBgn0261830	0.0258	0.193	0.1337	0.0254	0.2189	0.116
FBgn0261831	0.0546	0.1877	0.2908	0.0545	0.1839	0.2961
FBgn0261832	0.0868	0.1874	0.4632	0.0823	0.2115	0.3892
FBgn0261836	0.5881	1.0177	0.5778	0.5865	0.9082	0.6458
FBgn0261838	0.0076	0.0137	0.5533	0.0076	0.0138	0.5491
FBgn0261839	0.0125	0.2891	0.0432	0.0136	0.1805	0.0754
FBgn0261840	0.0063	0.1215	0.0522	0.0063	0.1189	0.0533
FBgn0261843	0.0209	0.4117	0.0508	0.0212	0.3705	0.0572
FBgn0261844	0.0089	0.1135	0.0788	0.009	0.1093	0.0822
FBgn0261848	0.0345	0.1606	0.2147	0.0363	0.1427	0.2544
FBgn0261849	0.0379	0.1244	0.3048	0.033	0.188	0.1755
FBgn0261850	0.0017	0.1626	0.0103	0.0017	0.1478	0.0116
FBgn0261854	0.0165	0.1702	0.097	0.0181	0.1362	0.1329
FBgn0261858	0.0997	0.12	0.8312	0.0972	0.1281	0.7586
FBgn0261859	0.0049	0.0998	0.0488	0.0049	0.0976	0.0501
FBgn0261860	0.0396	0.2168	0.1826	0.0391	0.2159	0.1812
FBgn0261862	0.0037	0.162	0.023	0.0048	0.1258	0.0379
FBgn0261871	0.0087	0.0611	0.1428	0.0086	0.0639	0.1345
FBgn0261872	0.0142	0.1024	0.1382	0.0142	0.1096	0.1296
FBgn0261873	0.0039	0.0973	0.04	0.004	0.0904	0.0439
FBgn0261881	0.0059	0.1863	0.0315	0.0061	0.1551	0.0392
FBgn0261885	0.0075	0.0613	0.1221	0.0071	0.0751	0.0942
FBgn0261928	0.0213	0.1153	0.1846	0.0208	0.1229	0.1696
FBgn0261929	0.005	0.1408	0.0352	0.0052	0.1162	0.0449
FBgn0261930	0.0044	0.1198	0.0364	0.0043	0.1213	0.0356
FBgn0261931	0.0094	0.1196	0.0787	0.0091	0.1288	0.071
FBgn0261932	0.0604	0.2516	0.24	0.0627	0.2034	0.308
FBgn0261933	-0.0	0.0364	0.0	0.0	0.0318	-1.0
FBgn0261938	0.0139	0.1122	0.1238	0.0137	0.1203	0.1136
FBgn0261952	0.0165	0.1584	0.104	0.0161	0.1674	0.096
FBgn0261953	0.0018	0.0936	0.0195	0.0023	0.0812	0.0288
FBgn0261954	0.0219	0.073	0.3	0.0209	0.0842	0.2487
FBgn0261955	0.0344	0.204	0.1685	0.0388	0.1329	0.2917
FBgn0261963	0.0016	0.0765	0.0204	0.0015	0.0825	0.0184
FBgn0261975	0.035	0.1099	0.3188	0.0352	0.1061	0.3323
FBgn0261983	0.0124	0.1126	0.11	0.0122	0.1261	0.0968
FBgn0261984	0.0071	0.1242	0.0573	0.0073	0.1322	0.0555
FBgn0261985	0.0013	0.1059	0.0123	0.0014	0.0905	0.015
FBgn0261986	0.0049	0.1187	0.0414	0.0049	0.1133	0.0436
FBgn0261987	0.0066	0.1231	0.054	0.0068	0.1271	0.0534
FBgn0261988	0.0018	0.0503	0.0354	0.0018	0.0475	0.038
FBgn0261989	0.0162	0.1957	0.0825	0.0156	0.214	0.0731
FBgn0261990	0.0033	0.1786	0.0183	0.0032	0.1883	0.0169
FBgn0261991	0.1036	0.1404	0.738	0.0991	0.157	0.6311
FBgn0261992	0.0731	0.1043	0.7007	0.0688	0.127	0.5421
FBgn0261993	0.0222	0.1052	0.2106	0.022	0.1151	0.1911
FBgn0261994	0.0163	0.0478	0.3422	0.014	0.0713	0.1967
FBgn0261995	0.002	0.1767	0.0111	0.0021	0.1367	0.0151
FBgn0261996	0.0121	0.1399	0.0867	0.0122	0.1648	0.0738
FBgn0261999	0.0038	0.1522	0.0252	0.0041	0.1368	0.0298
FBgn0262000	0.1001	0.1732	0.5783	0.0977	0.1838	0.5317
FBgn0262001	0.0066	0.0876	0.0753	0.0062	0.1011	0.0617
FBgn0262002	0.0401	0.1824	0.2199	0.0401	0.1829	0.2192
FBgn0262005	0.0241	0.1456	0.1659	0.0233	0.1606	0.1448
FBgn0262006	0.0287	0.1818	0.1579	0.029	0.1908	0.1519
FBgn0262008	0.0154	0.1239	0.1242	0.0143	0.1492	0.096
FBgn0262009	0.0474	0.1715	0.2763	0.0451	0.2183	0.2066
FBgn0262010	0.0372	0.1172	0.3171	0.0397	0.0883	0.4495
FBgn0262017	0.0918	0.1215	0.7553	0.0833	0.1617	0.5149
FBgn0262018	0.002	0.0994	0.0203	0.0019	0.111	0.0175
FBgn0262020	0.015	0.0198	0.7568	0.0145	0.0215	0.6764
FBgn0262021	0.0847	0.095	0.891	0.0837	0.0981	0.8535
FBgn0262022	0.0851	0.1783	0.4772	0.0878	0.1718	0.511
FBgn0262024	0.1054	0.1384	0.7618	0.1071	0.1292	0.8287
FBgn0262026	-0.0	0.0208	0.0	0.0	0.0218	-1.0
FBgn0262029	0.0089	0.159	0.0561	0.0091	0.1453	0.0626
FBgn0262030	0.0651	0.0927	0.7021	0.0653	0.09	0.7256
FBgn0262035	0.0733	0.0824	0.8887	0.073	0.0831	0.8785
FBgn0262057	0.0067	0.0961	0.0699	0.0069	0.0872	0.0789
FBgn0262081	0.0081	0.0828	0.0974	0.0081	0.0824	0.0977
FBgn0262098	0.0296	0.0197	1.4977	0.0244	0.033	0.7399
FBgn0262100	0.0702	0.1069	0.6562	0.0673	0.1216	0.5534
FBgn0262101	0.1272	0.1235	1.03	0.1216	0.1383	0.8793
FBgn0262102	0.0429	0.1956	0.2194	0.0414	0.212	0.1953
FBgn0262103	0.006	0.1371	0.0434	0.0061	0.1282	0.0472
FBgn0262104	0.0827	0.195	0.424	0.0796	0.226	0.3522
FBgn0262111	0.0115	0.1114	0.1036	0.0119	0.0985	0.1204
FBgn0262112	0.0091	0.1638	0.0558	0.0093	0.1503	0.062
FBgn0262114	0.0066	0.0704	0.0938	0.0066	0.0691	0.0961
FBgn0262115	0.0165	0.1318	0.1255	0.016	0.1508	0.1061
FBgn0262116	-0.0	0.1153	0.0	0.0	0.1201	-1.0
FBgn0262117	0.0068	0.1183	0.0574	0.0069	0.1128	0.0609
FBgn0262125	0.0169	0.1761	0.096	0.0194	0.1388	0.1397
FBgn0262126	0.0024	0.0659	0.037	0.0022	0.0882	0.0246
FBgn0262127	0.0083	0.1286	0.0644	0.0089	0.1113	0.0798
FBgn0262140	0.0551	0.0695	0.7923	0.057	0.0605	0.942
FBgn0262141	0.0761	0.2033	0.3745	0.0777	0.1876	0.414
FBgn0262143	0.1096	0.0619	1.7715	0.1083	0.0635	1.7062
FBgn0262144	0.0276	0.2089	0.1323	0.0281	0.1924	0.1463
FBgn0262146	-0.0	0.0372	0.0	0.0	0.0396	-1.0
FBgn0262150	0.0499	0.1158	0.4304	0.0497	0.1157	0.4298
FBgn0262160	0.0088	0.1393	0.0631	0.009	0.1297	0.0695
FBgn0262166	0.0075	0.1462	0.051	0.0075	0.1411	0.0532
FBgn0262167	0.0395	0.1379	0.2865	0.0387	0.1497	0.2583
FBgn0262169	0.0042	0.1168	0.0358	0.0043	0.1087	0.0391
FBgn0262170	0.0696	0.12	0.5802	0.0648	0.1451	0.4466
FBgn0262351	0.0995	0.1455	0.6843	0.0953	0.1602	0.595
FBgn0262352	0.1135	0.1935	0.5869	0.1108	0.2031	0.5457
FBgn0262354	0.083	0.1199	0.6925	0.0788	0.1411	0.5584
FBgn0262356	0.0652	0.13	0.5013	0.061	0.1592	0.3832
FBgn0262357	0.0389	0.1726	0.2254	0.039	0.1698	0.2294
FBgn0262358	0.0325	0.0492	0.6611	0.0292	0.0679	0.4303
FBgn0262359	0.0809	0.1966	0.4115	0.0778	0.2203	0.3533
FBgn0262360	0.1023	0.2668	0.3835	0.1076	0.2199	0.4895
FBgn0262361	-0.0	0.1357	0.0	0.0	0.152	-1.0
FBgn0262362	0.0926	0.1192	0.777	0.0894	0.1281	0.698
FBgn0262364	0.0313	0.1363	0.2297	0.0301	0.1539	0.1954
FBgn0262365	0.0438	0.137	0.3198	0.0429	0.146	0.2941
FBgn0262467	0.0036	0.1006	0.0356	0.0035	0.1103	0.0315
FBgn0262473	0.0126	0.1667	0.0753	0.0131	0.167	0.0782
FBgn0262475	0.1802	0.241	0.7477	0.1811	0.2396	0.7558
FBgn0262476	0.0036	0.1134	0.0317	0.0037	0.1058	0.0345
FBgn0262477	0.0072	0.1334	0.0537	0.0074	0.1158	0.0638
FBgn0262478	0.0973	0.1205	0.8073	0.0948	0.1289	0.7356
FBgn0262479	0.022	0.1488	0.1476	0.0223	0.1406	0.1584
FBgn0262480	0.0291	0.1056	0.2756	0.028	0.1388	0.2016
FBgn0262481	0.0078	0.0987	0.079	0.0071	0.1319	0.0538
FBgn0262482	0.0402	0.0797	0.5044	0.0392	0.0841	0.4663
FBgn0262483	0.0044	0.1062	0.041	0.0048	0.0994	0.0487
FBgn0262484	0.1183	0.1058	1.1183	0.1133	0.1187	0.954
FBgn0262486	0.1423	0.1261	1.1291	0.129	0.1636	0.7885
FBgn0262487	0.2201	0.2394	0.9194	0.2083	0.2705	0.7703
FBgn0262508	0.009	0.1426	0.0629	0.009	0.1422	0.0636
FBgn0262509	0.0278	0.1173	0.2372	0.0274	0.1226	0.2238
FBgn0262512	-0.0	0.1042	0.0	0.0	0.1116	-1.0
FBgn0262513	0.0095	0.1019	0.0937	0.0089	0.1218	0.0728
FBgn0262514	0.0124	0.0946	0.1312	0.0128	0.0841	0.1523
FBgn0262515	0.0151	0.1585	0.0953	0.0164	0.1088	0.1512
FBgn0262517	0.0145	0.1129	0.1288	0.0145	0.1273	0.114
FBgn0262518	-0.0	0.0931	0.0	0.0	0.0928	-1.0
FBgn0262519	0.0046	0.0994	0.046	0.0047	0.1112	0.0423
FBgn0262524	0.0234	0.1214	0.1927	0.0243	0.1155	0.2103
FBgn0262527	0.0217	0.0793	0.2738	0.0214	0.0836	0.2558
FBgn0262528	0.0648	0.0787	0.8237	0.0553	0.1245	0.4445
FBgn0262529	0.0552	0.0911	0.6055	0.0565	0.0817	0.6916
FBgn0262530	0.0397	0.1508	0.263	0.0408	0.1307	0.312
FBgn0262531	0.0521	0.1354	0.3847	0.0502	0.1513	0.3319
FBgn0262535	0.0924	0.135	0.6846	0.0861	0.1657	0.5198
FBgn0262536	0.0259	0.2382	0.1087	0.0254	0.2554	0.0994
FBgn0262537	0.0404	0.1055	0.3832	0.0385	0.1196	0.3215
FBgn0262539	0.0404	0.1721	0.2349	0.0384	0.1964	0.1954
FBgn0262540	0.0651	0.1259	0.5171	0.0651	0.1233	0.528
FBgn0262541	0.0622	0.1742	0.3571	0.0613	0.1804	0.3395
FBgn0262544	0.0788	0.1394	0.5652	0.0738	0.1634	0.4519
FBgn0262547	0.2354	0.1337	1.7605	0.2273	0.1543	1.4734
FBgn0262559	-0.0	0.0964	0.0	0.0	0.0632	-1.0
FBgn0262560	0.0238	0.1798	0.1325	0.0244	0.1572	0.1554
FBgn0262562	0.0074	0.0993	0.0741	0.0073	0.1075	0.0675
FBgn0262563	0.006	0.067	0.0889	0.0058	0.0741	0.0777
FBgn0262566	0.0491	0.0668	0.7347	0.0458	0.0821	0.5577
FBgn0262567	-0.0	0.0731	0.0	0.0	0.0901	-1.0
FBgn0262568	0.1133	0.1273	0.8897	0.1052	0.1569	0.6704
FBgn0262569	0.0226	0.0579	0.3892	0.0229	0.0547	0.418
FBgn0262570	0.1372	0.157	0.8743	0.13	0.1814	0.7164
FBgn0262571	0.0574	0.0742	0.7732	0.0544	0.0856	0.6355
FBgn0262572	0.0644	0.1067	0.6039	0.0633	0.1142	0.5544
FBgn0262576	0.075	0.115	0.6522	0.0725	0.1268	0.5714
FBgn0262579	0.0022	0.0886	0.0254	0.0024	0.0813	0.0297
FBgn0262580	0.0582	0.0948	0.6145	0.056	0.1081	0.5177
FBgn0262581	0.1181	0.1807	0.6531	0.1149	0.1879	0.6113
FBgn0262583	0.0566	0.1339	0.4224	0.0523	0.1641	0.3187
FBgn0262588	0.0775	0.1106	0.7006	0.0724	0.134	0.5404
FBgn0262592	0.0303	0.0655	0.4619	0.0285	0.0816	0.3489
FBgn0262593	0.0254	0.0831	0.3059	0.027	0.0729	0.3699
FBgn0262594	0.0683	0.1116	0.6126	0.0635	0.1383	0.4593
FBgn0262595	0.0786	0.1436	0.5473	0.0779	0.1452	0.5369
FBgn0262598	0.0398	0.1214	0.3282	0.0398	0.1218	0.3268
FBgn0262599	0.0105	0.1207	0.0872	0.011	0.1146	0.0956
FBgn0262601	0.0047	0.0815	0.0577	0.0046	0.0866	0.0529
FBgn0262605	0.0855	0.1195	0.7154	0.0859	0.1174	0.732
FBgn0262607	0.0736	0.1671	0.4403	0.0738	0.1573	0.4693
FBgn0262608	0.038	0.0753	0.5049	0.0359	0.0848	0.4232
FBgn0262609	0.0072	0.0989	0.0725	0.0067	0.1176	0.0573
FBgn0262612	0.0254	0.0747	0.3401	0.0235	0.094	0.2495
FBgn0262613	0.0783	0.061	1.2836	0.0686	0.0861	0.7971
FBgn0262614	0.0677	0.1886	0.3587	0.07	0.178	0.3934
FBgn0262617	0.0088	0.0924	0.0953	0.0088	0.0928	0.0952
FBgn0262619	0.0089	0.1281	0.0691	0.009	0.1266	0.0712
FBgn0262624	0.0016	0.1313	0.012	0.0017	0.1066	0.0156
FBgn0262636	0.0149	0.0758	0.1965	0.0146	0.0804	0.1815
FBgn0262647	0.0219	0.1038	0.2111	0.0213	0.1198	0.1777
FBgn0262656	0.0419	0.2698	0.1551	0.044	0.2286	0.1924
FBgn0262679	-0.0	0.1195	0.0	0.0	0.1438	-1.0
FBgn0262683	0.0972	0.182	0.534	0.0918	0.2102	0.4368
FBgn0262685	0.0021	0.0928	0.0232	0.0022	0.0904	0.0239
FBgn0262686	0.0437	0.1197	0.3646	0.0401	0.1673	0.2394
FBgn0262699	0.0018	0.1576	0.0114	0.0028	0.1344	0.0206
FBgn0262714	0.006	0.078	0.0768	0.0057	0.0892	0.0636
FBgn0262716	-0.0	0.0928	0.0	0.0	0.0768	-1.0
FBgn0262717	0.0057	0.1201	0.0474	0.0057	0.1213	0.0466
FBgn0262719	0.0031	0.1584	0.0195	0.0032	0.1657	0.0193
FBgn0262721	0.0745	0.2275	0.3277	0.0758	0.2114	0.3583
FBgn0262728	0.0051	0.1228	0.0418	0.0055	0.0966	0.0565
FBgn0262730	0.0021	0.1098	0.0194	0.0022	0.1269	0.0172
FBgn0262732	0.0096	0.1001	0.0957	0.0095	0.1	0.0953
FBgn0262733	-0.0	0.0746	0.0	0.0	0.0723	-1.0
FBgn0262734	0.0142	0.0783	0.1807	0.0139	0.0813	0.1715
FBgn0262736	-0.0	0.0599	0.0	0.0	0.0645	-1.0
FBgn0262737	0.0032	0.045	0.0722	0.0032	0.0483	0.0654
FBgn0262738	0.0082	0.1534	0.0534	0.0102	0.1298	0.0782
FBgn0262739	0.0	0.0943	0.0	0.0004	0.0889	0.0051
FBgn0262740	0.002	0.1352	0.0151	0.0022	0.1055	0.0204
FBgn0262743	0.0077	0.1141	0.0679	0.0082	0.1028	0.0794
FBgn0262782	0.0026	0.0984	0.0261	0.0026	0.0881	0.03
FBgn0262786	0.0524	0.1442	0.363	0.0548	0.1211	0.4528
FBgn0262787	0.1543	0.2264	0.6818	0.1579	0.2058	0.7671
FBgn0262788	0.0066	0.1362	0.0485	0.0062	0.1649	0.0374
FBgn0262801	-0.0	0.0898	0.0	0.0	0.0637	-1.0
FBgn0262808	0.0639	0.1401	0.4559	0.0612	0.1572	0.3893
FBgn0262810	0.0528	0.0957	0.5513	0.0516	0.1029	0.5015
FBgn0262811	0.0608	0.1779	0.3417	0.0563	0.2214	0.2541
FBgn0262812	0.0377	0.1027	0.3673	0.0355	0.1234	0.2876
FBgn0262813	0.0227	0.2205	0.1027	0.0221	0.2374	0.0929
FBgn0262814	0.0199	-0.0	99.0	0.0179	0.0	-1.0
FBgn0262816	0.0564	0.1905	0.2961	0.0543	0.2228	0.2439
FBgn0262817	0.0215	0.1878	0.1145	0.0196	0.2468	0.0794
FBgn0262819	0.0042	0.106	0.0397	0.0039	0.1245	0.0316
FBgn0262820	0.0298	0.1207	0.2473	0.029	0.1357	0.2137
FBgn0262821	0.0587	0.0945	0.6215	0.0521	0.1286	0.4053
FBgn0262823	0.0768	0.1592	0.4826	0.0755	0.1707	0.4425
FBgn0262824	0.0234	0.1195	0.1962	0.0225	0.1341	0.1676
FBgn0262827	0.0394	0.069	0.5714	0.0357	0.0899	0.3974
FBgn0262838	0.0305	0.2093	0.1459	0.0286	0.2551	0.112
FBgn0262839	0.015	0.0888	0.1683	0.0143	0.1024	0.1396
FBgn0262840	-0.0	0.1832	0.0	0.0	0.2302	-1.0
FBgn0262842	0.0342	0.0309	1.1041	0.0307	0.0415	0.7389
FBgn0262843	0.0233	0.0701	0.3328	0.0239	0.0637	0.3755
FBgn0262844	0.0323	0.1706	0.1891	0.0302	0.2053	0.1472
FBgn0262845	0.0228	0.0325	0.7021	0.0204	0.0444	0.4591
FBgn0262846	0.023	0.1545	0.1486	0.0224	0.1618	0.1386
FBgn0262854	0.0687	0.1546	0.4443	0.0651	0.1834	0.3549
FBgn0262858	0.0074	0.0181	0.4088	0.0067	0.0248	0.268
FBgn0262866	0.0073	0.1113	0.0656	0.0068	0.1328	0.0516
FBgn0262867	0.0022	0.1274	0.0173	0.0022	0.1172	0.0191
FBgn0262869	0.0027	0.0661	0.0403	0.0027	0.0588	0.0467
FBgn0262870	0.0039	0.1163	0.0335	0.004	0.1002	0.0403
FBgn0262871	0.0427	0.1245	0.3433	0.0447	0.1119	0.3994
FBgn0262872	0.0068	0.1187	0.0574	0.0071	0.1007	0.0706
FBgn0262874	0.0304	0.1787	0.17	0.0272	0.2366	0.1152
FBgn0262875	0.0167	0.1162	0.1436	0.0157	0.1401	0.1119
FBgn0262876	0.4827	0.3162	1.5265	0.3883	0.5306	0.7319
FBgn0262877	0.03	0.1158	0.2589	0.027	0.1487	0.1819
FBgn0262878	0.0308	0.1234	0.2497	0.03	0.1324	0.2266
FBgn0262880	0.0398	0.1283	0.3104	0.0389	0.1377	0.2826
FBgn0262889	0.0601	0.1103	0.545	0.06	0.1101	0.5445
FBgn0262894	0.0898	0.0382	2.353	0.0901	0.0378	2.3825
FBgn0262899	0.0742	0.1357	0.5472	0.0749	0.1326	0.5649
FBgn0262900	0.0713	0.0951	0.7502	0.0624	0.1377	0.4529
FBgn0262937	0.0093	0.1223	0.0757	0.0095	0.1099	0.0864
FBgn0262948	0.0724	0.0906	0.7986	0.0706	0.0971	0.7264
FBgn0262954	-0.0	0.1633	0.0	0.0	0.1198	-1.0
FBgn0262955	-0.0	0.1398	0.0	0.0	0.1367	-1.0
FBgn0262960	0.0121	-0.0	99.0	0.0108	0.0	-1.0
FBgn0262961	0.0553	0.1925	0.2875	0.0557	0.195	0.2857
FBgn0262962	0.0263	0.077	0.3414	0.0225	0.1123	0.2007
FBgn0262966	0.0273	0.0845	0.3226	0.0266	0.091	0.2918
FBgn0262975	0.0134	0.1092	0.1229	0.0135	0.1147	0.1174
FBgn0262976	0.0134	0.0148	0.9055	0.012	0.0199	0.6044
FBgn0262980	0.204	0.1298	1.5709	0.1689	0.2362	0.7152
FBgn0262982	0.0408	0.1699	0.24	0.0385	0.2046	0.188
FBgn0262983	0.0849	0.1472	0.577	0.083	0.1552	0.5347
FBgn0262984	0.0172	0.1298	0.1323	0.0171	0.1601	0.1068
FBgn0262985	0.1264	0.195	0.6479	0.1183	0.2307	0.5129
FBgn0262986	0.0485	0.1214	0.3994	0.0464	0.137	0.3389
FBgn0262987	0.0799	0.1133	0.7053	0.0799	0.1128	0.7084
FBgn0262988	0.0281	0.0576	0.4869	0.0274	0.0613	0.4474
FBgn0262999	0.0958	0.1534	0.6243	0.0934	0.1681	0.5558
FBgn0263000	0.0861	0.4654	0.1849	0.0909	0.368	0.2471
FBgn0263004	0.0482	0.153	0.3151	0.0466	0.168	0.2773
FBgn0263005	0.0149	0.2493	0.0596	0.0157	0.1863	0.0845
FBgn0263006	0.0009	0.0341	0.0255	0.0009	0.034	0.0255
FBgn0263020	0.0181	0.1163	0.1559	0.0191	0.0965	0.1976
FBgn0263022	0.0314	0.1549	0.203	0.0325	0.1327	0.2452
FBgn0263023	0.0759	0.1325	0.5724	0.0699	0.1703	0.4104
FBgn0263025	0.0394	0.2414	0.1631	0.0399	0.22	0.1814
FBgn0263026	0.0318	0.3318	0.0959	0.0329	0.2686	0.1227
FBgn0263027	0.0188	0.2139	0.088	0.0194	0.1831	0.1058
FBgn0263029	-0.0	0.0899	0.0	0.0	0.076	-1.0
FBgn0263030	0.0079	0.1838	0.0428	0.0084	0.1365	0.0616
FBgn0263031	0.0071	0.0879	0.0808	0.0072	0.0828	0.0867
FBgn0263032	0.0206	0.0694	0.2969	0.0189	0.092	0.2051
FBgn0263033	0.011	0.1432	0.0767	0.0109	0.1417	0.0772
FBgn0263034	0.0251	0.0802	0.3135	0.0252	0.0926	0.2719
FBgn0263035	0.0264	0.0944	0.2799	0.0265	0.0927	0.2862
FBgn0263036	0.016	0.0834	0.1923	0.016	0.0839	0.1901
FBgn0263038	0.0075	0.1143	0.066	0.0078	0.1207	0.0647
FBgn0263040	0.049	0.1223	0.4008	0.048	0.1325	0.362
FBgn0263041	0.0184	0.2109	0.0875	0.0175	0.2456	0.0712
FBgn0263046	0.0078	0.3424	0.0226	0.0085	0.1975	0.043
FBgn0263047	0.0611	0.1151	0.5307	0.0588	0.1302	0.4514
FBgn0263048	0.0318	0.1436	0.2212	0.0312	0.1577	0.1977
FBgn0263050	0.0223	0.061	0.3663	0.0212	0.072	0.2952
FBgn0263051	-0.0	0.0732	0.0	0.0	0.0834	-1.0
FBgn0263076	0.0032	0.0964	0.0329	0.0031	0.1072	0.0285
FBgn0263077	0.1335	0.1577	0.8463	0.1273	0.1794	0.7097
FBgn0263079	0.0074	0.1119	0.0663	0.0072	0.1212	0.0595
FBgn0263082	0.0235	0.1216	0.1929	0.0218	0.1533	0.142
FBgn0263083	0.0284	0.1343	0.2114	0.0252	0.1798	0.1399
FBgn0263084	0.1793	0.1446	1.2399	0.1749	0.1564	1.1177
FBgn0263087	0.0431	0.1052	0.41	0.039	0.1413	0.2759
FBgn0263102	0.0039	0.0716	0.0538	0.0039	0.0664	0.0591
FBgn0263106	0.0145	0.1755	0.0829	0.0158	0.1206	0.1309
FBgn0263108	0.0038	0.109	0.0352	0.0039	0.0997	0.0393
FBgn0263109	0.0241	0.1076	0.2237	0.023	0.125	0.1837
FBgn0263110	0.0037	0.1237	0.0298	0.004	0.123	0.0325
FBgn0263111	0.0005	0.034	0.0143	0.0005	0.0371	0.0127
FBgn0263112	0.0558	0.1982	0.2815	0.0615	0.1462	0.4208
FBgn0263113	0.0187	0.129	0.1453	0.0194	0.1203	0.1614
FBgn0263114	0.0226	0.103	0.2192	0.023	0.0948	0.2425
FBgn0263116	0.0042	0.0665	0.0636	0.0043	0.0606	0.0716
FBgn0263117	0.0011	0.1021	0.011	0.0012	0.0898	0.0129
FBgn0263118	0.0125	0.1633	0.0766	0.0128	0.1479	0.0863
FBgn0263120	0.0012	0.092	0.013	0.0012	0.0904	0.0133
FBgn0263131	0.0082	0.1164	0.0707	0.0087	0.0959	0.0903
FBgn0263132	0.0198	0.0902	0.2198	0.0189	0.1054	0.1789
