gene	JC	K2P
FBgn0000008	  9.31  9.31
FBgn0264617	  4.85  4.86
FBgn0264674	  2.70  2.70
FBgn0264676	 13.26 13.30
FBgn0264677	  7.89  7.91
FBgn0264679	  5.03  5.03
FBgn0264694	  7.21  7.22
FBgn0264695	  3.43  3.44
FBgn0264696	  1.93  1.93
FBgn0264697	  5.52  5.52
FBgn0264700	  4.60  4.61
FBgn0264702	  7.17  7.18
FBgn0264705	  6.81  6.82
FBgn0264707	  5.79  5.82
FBgn0264708	  3.93  3.93
FBgn0264709	  7.89  7.93
FBgn0264710	  4.22  4.23
FBgn0264712	  9.51  9.52
FBgn0264713	  4.64  4.64
FBgn0264714	  4.51  4.51
FBgn0264715	  3.16  3.16
FBgn0264719	  8.10  8.11
FBgn0264720	  7.55  7.57
FBgn0264721	  4.97  4.97
FBgn0264722	  5.29  5.30
FBgn0264724	  3.36  3.37
FBgn0264725	  4.80  4.80
FBgn0264726	  5.38  5.39
FBgn0264738	  4.66  4.66
FBgn0264751	  5.42  5.43
FBgn0264753	  3.74  3.74
FBgn0264775	  6.24  6.24
FBgn0264785	  9.29  9.33
FBgn0264787	  4.94  4.95
FBgn0264788	  4.88  4.88
FBgn0264789	  7.90  7.91
FBgn0264790	  6.83  6.85
FBgn0264791	  2.04  2.04
FBgn0264792	  5.37  5.37
FBgn0264793	  6.99  7.00
FBgn0264794	  2.52  2.52
FBgn0264810	  4.31  4.32
FBgn0264815	  5.15  5.15
FBgn0264816	  8.83  8.85
FBgn0264818	  5.24  5.26
FBgn0264819	  4.33  4.34
FBgn0264821	  5.99  6.01
FBgn0264823	 11.37 11.37
FBgn0264824	  1.92  1.93
FBgn0264825	  2.12  2.13
FBgn0264828	  4.35  4.36
FBgn0264832	  5.43  5.44
FBgn0264838	  3.21  3.21
FBgn0264839	  5.19  5.19
FBgn0264840	  4.83  4.85
FBgn0264841	  4.48  4.49
FBgn0264844	  6.70  6.71
FBgn0264845	 18.09 18.13
FBgn0264848	  9.86  9.87
FBgn0264857	  1.01  1.01
FBgn0264863	  3.10  3.10
FBgn0264864	  4.05  4.06
FBgn0264865	  7.35  7.36
FBgn0264866	 12.66 12.67
FBgn0264867	  3.41  3.41
FBgn0264868	  4.86  4.87
FBgn0264869	  5.47  5.49
FBgn0264870	  3.50  3.51
FBgn0264871	  3.32  3.32
FBgn0264872	  5.28  5.29
FBgn0264873	  8.52  8.56
FBgn0264874	  3.42  3.42
FBgn0264876	  6.64  6.65
FBgn0264877	  8.66  8.66
FBgn0264878	  4.61  4.61
FBgn0264880	  3.63  3.63
FBgn0264883	  5.05  5.07
FBgn0264884	  2.06  2.07
FBgn0264885	  9.37  9.39
FBgn0264886	  6.56  6.56
FBgn0264887	 10.13 10.13
FBgn0264888	  6.36  6.36
FBgn0264889	  3.31  3.32
FBgn0264890	  4.26  4.27
FBgn0264891	  4.00  4.00
FBgn0264892	  3.17  3.17
FBgn0264893	  3.80  3.81
FBgn0264894	  4.10  4.11
FBgn0264896	  7.03  7.06
FBgn0264898	  4.14  4.15
FBgn0264899	  4.38  4.39
FBgn0264902	  5.93  5.94
FBgn0264903	  8.46  8.48
FBgn0264905	  6.07  6.08
FBgn0264907	  8.30  8.32
FBgn0264912	  6.50  6.50
FBgn0264915	  2.67  2.68
FBgn0264916	  7.47  7.50
FBgn0264922	 14.88 14.91
FBgn0264939	  3.69  3.69
FBgn0264940	  7.97  7.98
FBgn0264941	  5.89  5.89
FBgn0264942	  6.35  6.35
FBgn0264943	  4.61  4.62
FBgn0264944	  4.34  4.35
FBgn0264945	  5.54  5.55
FBgn0264946	  4.24  4.25
FBgn0264947	  4.23  4.23
FBgn0264950	  3.37  3.38
FBgn0264952	  4.88  4.90
FBgn0264953	 11.30 11.32
FBgn0264955	  5.94  5.94
FBgn0264956	  4.94  4.95
FBgn0264959	 16.43 16.45
FBgn0264960	  9.94  9.95
FBgn0264961	 12.95 13.05
FBgn0264962	  8.57  8.58
FBgn0264975	  6.74  6.75
FBgn0264978	  6.79  6.80
FBgn0264979	  5.42  5.42
FBgn0264985	  4.51  4.51
FBgn0264988	  4.49  4.50
FBgn0264993	  4.36  4.36
FBgn0264995	  7.34  7.37
FBgn0264996	  3.37  3.38
FBgn0264997	  5.60  5.61
FBgn0264998	  1.98  1.98
FBgn0264999	  2.53  2.54
FBgn0265002	  6.60  6.60
FBgn0265003	  7.75  7.76
FBgn0265017	  4.60  4.61
FBgn0265038	 13.60 13.63
FBgn0265039	  8.15  8.17
FBgn0265042	  5.29  5.29
FBgn0265043	  4.83  4.83
FBgn0265044	 11.14 11.17
FBgn0265050	  7.46  7.47
FBgn0265051	  5.04  5.05
FBgn0265053	  5.41  5.41
FBgn0265058	  4.77  4.77
FBgn0265059	  8.14  8.16
FBgn0265062	  2.26  2.27
FBgn0265063	  5.57  5.57
FBgn0265064	  8.33  8.34
FBgn0265067	  3.19  3.19
FBgn0265070	  6.67  6.68
FBgn0265071	  8.41  8.45
FBgn0265072	  5.80  5.81
FBgn0265076	  3.38  3.38
FBgn0265078	  4.66  4.67
FBgn0265079	  4.46  4.46
FBgn0265080	  5.46  5.47
FBgn0265081	  6.42  6.43
FBgn0265085	  5.34  5.35
FBgn0265087	  7.99  7.99
FBgn0265088	  5.45  5.46
FBgn0265089	  3.53  3.53
FBgn0265097	  4.10  4.10
FBgn0265098	  3.94  3.95
FBgn0265099	  5.36  5.37
FBgn0265102	  3.56  3.56
FBgn0265103	  3.58  3.58
FBgn0265104	  3.25  3.26
FBgn0265105	  1.83  1.83
FBgn0265106	  3.72  3.73
FBgn0265107	  3.32  3.33
FBgn0265137	 10.14 10.16
FBgn0265139	  2.97  2.98
FBgn0265142	  4.33  4.34
FBgn0265143	  6.38  6.38
FBgn0265145	  3.98  3.98
FBgn0265147	  5.61  5.62
FBgn0265148	 11.48 11.51
FBgn0265149	  4.73  4.73
FBgn0265150	  6.16  6.17
FBgn0265152	  3.64  3.64
FBgn0265153	  5.93  5.95
FBgn0265155	  8.65  8.68
FBgn0265156	  7.06  7.06
FBgn0265157	  5.61  5.62
FBgn0265160	  3.17  3.17
FBgn0265161	  4.99  5.00
FBgn0265162	  6.25  6.26
FBgn0265165	  1.86  1.86
FBgn0265166	  7.49  7.49
FBgn0265167	  6.78  6.79
FBgn0265169	  5.64  5.65
FBgn0265174	  6.48  6.49
FBgn0265177	  6.60  6.61
FBgn0265182	  5.66  5.68
FBgn0265187	  3.88  3.89
FBgn0265192	  7.83  7.85
FBgn0265193	  5.80  5.80
FBgn0265196	  6.85  6.86
FBgn0265197	  2.08  2.08
FBgn0265198	  5.68  5.68
FBgn0265200	  4.05  4.05
FBgn0265202	  5.08  5.09
FBgn0265203	  6.37  6.38
FBgn0265204	  6.42  6.44
FBgn0265205	  4.09  4.09
FBgn0265253	  4.63  4.64
FBgn0265255	  7.50  7.50
FBgn0265256	  4.39  4.39
FBgn0265257	  6.33  6.34
FBgn0265262	  9.29  9.30
FBgn0265265	  2.61  2.62
FBgn0265266	  3.52  3.52
FBgn0265267	  5.00  5.00
FBgn0265268	 15.61 15.68
FBgn0265269	  3.13  3.13
FBgn0265271	  5.00  5.01
FBgn0265274	  5.01  5.02
FBgn0265276	  3.66  3.67
FBgn0265295	  4.69  4.69
FBgn0265296	  6.11  6.11
FBgn0265297	  3.57  3.57
FBgn0265298	  3.18  3.18
FBgn0265299	  5.81  5.81
FBgn0265301	  7.55  7.57
FBgn0265302	  6.24  6.25
FBgn0265304	  7.37  7.38
FBgn0265305	  4.47  4.48
FBgn0265306	  7.36  7.38
FBgn0265308	  5.86  5.88
FBgn0265309	  8.29  8.30
FBgn0265310	  3.79  3.80
FBgn0265311	  7.24  7.26
FBgn0265312	  4.79  4.80
FBgn0265314	  5.07  5.08
FBgn0265315	  6.31  6.32
FBgn0265316	  2.66  2.66
FBgn0265317	  3.46  3.46
FBgn0265318	  8.52  8.54
FBgn0265338	  2.67  2.67
FBgn0265339	  4.85  4.85
FBgn0265340	  5.85  5.87
FBgn0265341	  3.71  3.71
FBgn0265345	  2.54  2.55
FBgn0265348	  6.51  6.52
FBgn0265349	  6.48  6.48
FBgn0265356	  5.97  5.97
FBgn0265363	  3.59  3.60
FBgn0265364	  4.06  4.06
FBgn0265365	  7.38  7.39
FBgn0265366	  3.16  3.16
FBgn0265367	  3.94  3.95
FBgn0265368	  3.59  3.59
FBgn0265369	  4.15  4.15
FBgn0265371	  6.20  6.22
FBgn0265372	  6.22  6.23
FBgn0265373	  5.74  5.74
FBgn0265375	  7.51  7.52
FBgn0265376	 13.17 13.19
FBgn0265379	  3.82  3.82
FBgn0265381	  7.55  7.56
FBgn0265382	  3.83  3.84
FBgn0265414	  5.32  5.33
FBgn0265419	  5.16  5.17
FBgn0265422	  2.75  2.75
FBgn0265423	  4.62  4.63
FBgn0265425	  3.86  3.86
FBgn0265426	  5.34  5.35
FBgn0265427	  5.14  5.15
FBgn0265428	  3.51  3.52
FBgn0265444	  3.58  3.58
FBgn0265445	 13.22 13.24
FBgn0265446	  8.43  8.45
FBgn0265448	  4.62  4.62
FBgn0265449	 12.74 12.76
FBgn0265451	  3.79  3.80
FBgn0265454	  6.01  6.02
FBgn0265455	  2.63  2.63
FBgn0265458	  6.23  6.24
FBgn0265464	  3.92  3.93
FBgn0265468	  9.04  9.06
FBgn0265469	  8.13  8.14
FBgn0265470	  3.81  3.82
FBgn0265487	  3.52  3.53
FBgn0265496	  8.40  8.45
FBgn0265498	  5.81  5.81
FBgn0265499	  3.99  4.00
FBgn0265500	  3.86  3.86
FBgn0265508	  3.52  3.52
FBgn0265509	  6.90  6.92
FBgn0265510	 11.26 11.32
FBgn0265511	  4.43  4.44
FBgn0265523	  8.61  8.61
FBgn0265524	  7.19  7.21
FBgn0265525	  8.28  8.30
FBgn0265526	  5.42  5.42
FBgn0265527	  3.07  3.07
FBgn0265529	  6.70  6.70
FBgn0265530	  9.65  9.67
FBgn0265531	  3.49  3.50
FBgn0265532	  6.52  6.53
FBgn0265534	  8.51  8.52
FBgn0265537	  3.03  3.03
FBgn0265539	  6.47  6.48
FBgn0265540	  4.54  4.55
FBgn0265543	  4.23  4.23
FBgn0265544	 14.60 14.62
FBgn0265545	  5.56  5.58
FBgn0265549	  5.27  5.28
FBgn0265550	  2.89  2.89
FBgn0265551	  6.44  6.45
FBgn0265574	  4.94  4.94
FBgn0265575	  5.77  5.78
FBgn0265578	  6.14  6.15
FBgn0265579	  4.74  4.74
FBgn0265580	  2.69  2.70
FBgn0265582	  8.06  8.06
FBgn0265583	  8.26  8.27
FBgn0265584	  7.37  7.38
FBgn0265585	  4.32  4.34
FBgn0265588	 11.13 11.14
FBgn0265589	  3.70  3.71
FBgn0265590	  6.20  6.20
FBgn0265591	  3.73  3.73
FBgn0265592	  4.32  4.33
FBgn0265593	  3.10  3.10
FBgn0265594	  4.67  4.68
FBgn0265595	  6.76  6.76
FBgn0265596	  7.43  7.43
FBgn0265597	  5.98  5.99
FBgn0265605	  6.82  6.82
FBgn0265606	  5.85  5.87
FBgn0265608	  6.28  6.29
FBgn0265611	  4.43  4.44
FBgn0265612	  3.07  3.07
FBgn0265613	 12.03 12.05
FBgn0265614	 10.46 10.47
FBgn0265623	  7.01  7.02
FBgn0265625	  8.17  8.19
FBgn0265630	 10.93 10.95
FBgn0265631	  4.12  4.13
FBgn0265632	  6.03  6.05
FBgn0265635	  3.01  3.01
FBgn0265636	  3.61  3.61
FBgn0265637	  5.33  5.36
FBgn0265638	  6.42  6.42
FBgn0265639	  5.80  5.82
FBgn0265640	  5.79  5.79
FBgn0265641	  5.76  5.77
FBgn0265642	  5.54  5.57
FBgn0265643	  2.70  2.70
FBgn0265646	  4.31  4.31
FBgn0265649	  6.39  6.39
FBgn0265651	  7.75  7.78
FBgn0265657	  5.12  5.13
FBgn0265658	  1.33  1.33
FBgn0265660	  3.06  3.06
FBgn0265661	  7.09  7.09
FBgn0265662	  7.26  7.29
FBgn0265663	  4.92  4.93
FBgn0265664	  9.95  9.96
FBgn0265665	  4.73  4.73
FBgn0265666	  3.39  3.39
FBgn0265670	  2.79  2.79
FBgn0265671	  2.34  2.35
FBgn0265672	  3.76  3.76
FBgn0265673	  6.13  6.15
FBgn0265674	  3.88  3.88
FBgn0265675	  2.96  2.96
FBgn0265676	  7.51  7.51
FBgn0265678	  2.50  2.50
FBgn0265679	  5.34  5.35
FBgn0265680	  3.96  3.96
FBgn0265682	  8.19  8.21
FBgn0265683	  7.20  7.21
FBgn0265684	  4.24  4.25
FBgn0265687	  8.36  8.38
FBgn0265688	  5.97  5.97
FBgn0265690	  7.43  7.46
FBgn0265691	  3.88  3.89
FBgn0265692	  3.08  3.09
FBgn0265693	  4.29  4.29
FBgn0265694	  3.98  3.98
FBgn0265695	  6.38  6.38
FBgn0265696	  8.09  8.09
FBgn0265697	  8.11  8.13
FBgn0265699	  2.46  2.47
FBgn0265700	  8.10  8.12
FBgn0265701	 10.20 10.21
FBgn0265702	 11.22 11.26
FBgn0265704	  7.56  7.56
FBgn0265705	  3.42  3.42
FBgn0265706	  2.89  2.89
FBgn0265707	  4.10  4.10
FBgn0265708	  9.06  9.07
FBgn0265710	 12.86 12.87
FBgn0265712	  2.93  2.93
FBgn0265713	  6.84  6.84
FBgn0265715	  8.08  8.10
FBgn0265716	  2.67  2.67
FBgn0265718	  3.46  3.46
FBgn0265719	  8.19  8.20
FBgn0265720	  3.32  3.32
FBgn0265721	  7.21  7.24
FBgn0265722	  6.42  6.42
FBgn0265723	  3.27  3.27
FBgn0265725	  5.63  5.65
FBgn0265726	  7.14  7.16
FBgn0265728	  5.57  5.58
FBgn0265729	  7.28  7.29
FBgn0265730	  3.13  3.14
FBgn0265731	  5.98  5.98
FBgn0265732	  7.94  7.94
FBgn0265733	  5.26  5.26
FBgn0265735	  4.74  4.75
FBgn0265737	  3.95  3.95
FBgn0265738	  4.23  4.24
FBgn0265739	  5.60  5.61
FBgn0265740	  3.76  3.76
FBgn0265741	  6.72  6.75
FBgn0265742	  7.70  7.75
FBgn0265743	  6.29  6.30
FBgn0265744	  5.09  5.10
FBgn0265745	  1.47  1.47
FBgn0265746	  4.04  4.04
FBgn0265747	  4.53  4.54
FBgn0265749	  3.34  3.34
FBgn0265751	  4.95  4.95
FBgn0265752	  3.74  3.74
FBgn0265753	  8.02  8.02
FBgn0265754	 17.44 17.48
FBgn0265755	  3.39  3.40
FBgn0265756	  2.69  2.69
FBgn0265758	  5.27  5.28
FBgn0265759	  5.28  5.29
FBgn0265760	  7.17  7.19
FBgn0265761	  7.38  7.38
FBgn0265762	  3.32  3.33
FBgn0265763	  2.69  2.69
FBgn0265764	  1.22  1.23
FBgn0265765	  4.39  4.40
FBgn0265766	  1.76  1.76
FBgn0265767	 12.99 13.00
FBgn0265778	  4.26  4.26
FBgn0265784	  5.99  5.99
FBgn0265785	  4.82  4.83
FBgn0265786	  5.43  5.44
FBgn0265788	  5.74  5.74
FBgn0265789	  7.34  7.35
FBgn0265790	  3.32  3.33
FBgn0265791	  6.33  6.33
FBgn0265792	  5.04  5.04
FBgn0265794	  5.50  5.51
FBgn0265795	  3.28  3.28
FBgn0265796	  3.65  3.65
FBgn0265797	  4.60  4.60
FBgn0265798	  4.95  4.95
FBgn0265799	 11.89 11.93
FBgn0265800	  3.40  3.40
FBgn0265801	  3.97  3.97
FBgn0265802	  7.27  7.27
FBgn0265803	  4.41  4.42
FBgn0265805	  4.41  4.43
FBgn0265807	  3.26  3.27
FBgn0265808	  5.99  6.00
FBgn0265811	  4.39  4.40
FBgn0265812	  5.18  5.19
FBgn0265813	  6.80  6.81
FBgn0265814	  6.07  6.07
FBgn0265815	  4.08  4.08
FBgn0265817	  3.54  3.55
FBgn0265818	  4.87  4.87
FBgn0265820	  4.55  4.56
FBgn0265821	  5.53  5.53
FBgn0265823	  5.35  5.36
FBgn0265824	  7.16  7.16
FBgn0265826	  5.85  5.85
FBgn0265827	  6.76  6.76
FBgn0265828	  2.76  2.76
FBgn0265829	  8.55  8.56
FBgn0265831	  8.67  8.68
FBgn0265832	  6.63  6.66
FBgn0265833	  4.39  4.40
FBgn0265834	  4.32  4.33
FBgn0265837	  6.17  6.18
FBgn0265838	  2.56  2.56
FBgn0265839	  3.68  3.69
FBgn0265840	  3.81  3.82
FBgn0265841	  3.53  3.54
FBgn0265842	  4.68  4.69
FBgn0265843	  4.98  4.99
FBgn0265844	  5.00  5.01
FBgn0265845	  2.44  2.45
FBgn0265846	  4.95  4.95
FBgn0265849	  2.90  2.90
FBgn0265850	  5.02  5.02
FBgn0265851	  5.86  5.87
FBgn0265853	  8.50  8.50
FBgn0265854	  7.00  7.00
FBgn0265855	  4.31  4.32
FBgn0265857	  4.97  4.97
FBgn0265859	  5.31  5.31
FBgn0265861	  4.69  4.69
FBgn0265862	  5.83  5.84
FBgn0265863	  4.82  4.83
FBgn0265864	  4.59  4.60
FBgn0265865	  8.78  8.79
FBgn0265866	  6.62  6.62
FBgn0265869	  7.60  7.60
FBgn0265870	  8.53  8.53
FBgn0265873	  4.47  4.49
FBgn0265874	  9.28  9.30
FBgn0265876	  3.35  3.35
FBgn0265878	  5.76  5.76
FBgn0265879	  7.91  7.92
FBgn0265880	  7.76  7.78
FBgn0265882	  4.61  4.62
FBgn0265883	  8.41  8.42
FBgn0265884	  5.36  5.36
FBgn0265885	  5.53  5.53
FBgn0265886	  6.37  6.39
FBgn0265887	  8.48  8.49
FBgn0265889	  7.43  7.44
FBgn0265890	  6.11  6.12
FBgn0265891	  5.54  5.55
FBgn0265892	  5.51  5.52
FBgn0265893	  6.05  6.08
FBgn0265894	  3.67  3.68
FBgn0265895	  3.83  3.84
FBgn0265897	  7.74  7.74
FBgn0265898	  9.52  9.52
FBgn0265900	  7.22  7.23
FBgn0265901	  5.86  5.86
FBgn0265902	  3.71  3.71
FBgn0265903	  4.73  4.74
FBgn0265904	  9.75  9.77
FBgn0265905	  7.94  7.95
FBgn0265908	  4.37  4.38
FBgn0265911	  9.21  9.22
FBgn0265912	  6.22  6.24
FBgn0265913	  3.55  3.55
FBgn0265914	 12.08 12.09
FBgn0265915	  6.24  6.24
FBgn0265916	  2.06  2.06
FBgn0265917	  7.16  7.16
FBgn0265918	  8.20  8.22
FBgn0265919	  4.99  4.99
FBgn0265921	  5.34  5.34
FBgn0265922	 12.10 12.13
FBgn0265924	  6.42  6.43
FBgn0265926	  6.31  6.31
FBgn0265927	  7.39  7.39
FBgn0265928	  9.01  9.04
FBgn0265931	 10.13 10.15
FBgn0265933	  7.51  7.53
FBgn0265934	  5.35  5.35
FBgn0265937	  4.06  4.06
FBgn0265938	  6.48  6.51
FBgn0265939	  9.98  9.99
FBgn0265942	  7.42  7.42
FBgn0265943	  2.93  2.93
FBgn0265944	  3.20  3.20
FBgn0265945	  3.73  3.73
FBgn0265946	  1.23  1.23
FBgn0265948	  3.52  3.53
FBgn0265949	  4.22  4.23
FBgn0265950	  3.61  3.61
FBgn0265951	  7.09  7.11
FBgn0265952	  5.25  5.25
FBgn0265954	  6.03  6.04
FBgn0265955	  5.71  5.72
FBgn0265956	  3.85  3.85
FBgn0265957	  5.06  5.07
FBgn0265958	  4.04  4.04
FBgn0265959	  9.41  9.42
FBgn0265961	  6.64  6.65
FBgn0265963	  5.70  5.71
FBgn0265964	  5.56  5.56
FBgn0265965	  5.27  5.28
FBgn0265967	  1.83  1.83
FBgn0265974	  6.34  6.34
FBgn0265976	  2.15  2.15
FBgn0265977	  3.71  3.71
FBgn0265980	  3.38  3.39
FBgn0265981	  4.08  4.09
FBgn0265982	  4.83  4.83
FBgn0265983	  1.93  1.93
FBgn0265986	  8.66  8.67
FBgn0265991	  4.74  4.75
FBgn0265992	  2.97  2.97
FBgn0265993	  1.73  1.73
FBgn0265994	  4.55  4.55
FBgn0265995	  5.08  5.09
FBgn0265996	  5.83  5.85
FBgn0265997	  5.20  5.21
FBgn0265998	  5.29  5.29
FBgn0266000	 12.93 12.98
FBgn0266001	  5.29  5.30
FBgn0266002	  5.56  5.56
FBgn0266003	  4.18  4.19
FBgn0266007	  3.74  3.74
FBgn0266008	  4.06  4.06
FBgn0266009	  6.15  6.20
FBgn0266010	  4.78  4.78
FBgn0266011	  5.60  5.60
FBgn0266019	  5.08  5.09
FBgn0266021	  7.16  7.18
FBgn0266022	  5.57  5.57
FBgn0266023	  2.87  2.87
FBgn0266024	  6.27  6.28
FBgn0266025	  5.75  5.76
FBgn0266027	  6.28  6.28
FBgn0266028	  5.81  5.83
FBgn0266029	  5.11  5.11
FBgn0266030	  6.44  6.45
FBgn0266032	  5.15  5.16
FBgn0266033	  6.61  6.63
FBgn0266034	  7.96  7.98
FBgn0266036	  4.75  4.76
FBgn0266037	  5.28  5.30
FBgn0266039	  6.48  6.49
FBgn0266040	  6.07  6.07
FBgn0266041	  3.70  3.70
FBgn0266042	  9.90  9.90
FBgn0266043	  4.86  4.86
FBgn0266045	  3.64  3.64
FBgn0266046	  3.74  3.75
FBgn0266048	  2.56  2.56
FBgn0266049	  6.05  6.06
FBgn0266051	  4.29  4.29
FBgn0266053	  9.03  9.06
FBgn0266064	  9.43  9.44
FBgn0266065	  7.59  7.63
FBgn0266066	  6.05  6.05
FBgn0266067	  3.43  3.43
FBgn0266068	  8.14  8.15
FBgn0266070	 10.03 10.07
FBgn0266071	  6.37  6.39
FBgn0266073	  6.89  6.89
FBgn0266074	  3.94  3.95
FBgn0266084	  6.82  6.84
FBgn0266086	  3.74  3.74
FBgn0266087	  3.28  3.28
FBgn0266088	  5.39  5.39
FBgn0266095	  2.23  2.24
FBgn0266096	  5.84  5.85
FBgn0266097	  5.91  5.94
FBgn0266099	  5.01  5.02
FBgn0266100	  9.56  9.57
FBgn0266102	  7.90  7.93
FBgn0266111	  7.00  7.01
FBgn0266115	  4.39  4.40
FBgn0266124	  5.27  5.27
FBgn0266137	  5.30  5.30
FBgn0266139	  6.25  6.26
FBgn0266141	  7.37  7.41
FBgn0266142	  3.99  3.99
FBgn0266144	  7.59  7.63
FBgn0266145	  5.50  5.51
FBgn0266146	  3.97  3.97
FBgn0266147	  4.44  4.45
FBgn0266149	  3.30  3.30
FBgn0266150	  6.50  6.51
FBgn0266151	  3.50  3.50
FBgn0266153	  7.37  7.37
FBgn0266155	  3.63  3.63
FBgn0266156	  3.01  3.01
FBgn0266157	  3.94  3.95
FBgn0266158	  2.69  2.70
FBgn0266159	  9.22  9.24
FBgn0266160	  7.59  7.60
FBgn0266161	  6.98  6.99
FBgn0266163	  2.86  2.86
FBgn0266164	  5.58  5.60
FBgn0266165	  8.53  8.55
FBgn0266166	  3.46  3.47
FBgn0266167	  4.99  5.00
FBgn0266169	  7.67  7.68
FBgn0266179	  6.41  6.41
FBgn0266180	 10.01 10.03
FBgn0266182	  6.20  6.22
FBgn0266183	  5.30  5.30
FBgn0266196	  9.00  9.03
FBgn0266197	  6.07  6.08
FBgn0266198	  9.80  9.80
FBgn0266201	  3.00  3.01
FBgn0266202	  2.36  2.36
FBgn0266204	  6.13  6.14
FBgn0266207	  4.99  5.00
FBgn0266208	  4.87  4.88
FBgn0266209	  2.24  2.24
FBgn0266210	  2.62  2.63
FBgn0266211	  6.66  6.67
FBgn0266212	  5.53  5.53
FBgn0266214	 11.67 11.68
FBgn0266215	  3.59  3.60
FBgn0266216	  5.53  5.53
FBgn0266217	  1.02  1.02
FBgn0266220	  4.50  4.50
FBgn0266221	  8.77  8.77
FBgn0266225	  6.99  7.00
FBgn0266226	  6.29  6.29
FBgn0266229	  4.47  4.49
FBgn0266230	  2.26  2.27
FBgn0266231	  3.89  3.89
FBgn0266232	 10.81 10.83
FBgn0266233	  5.59  5.59
FBgn0266234	  2.23  2.23
FBgn0266236	  3.57  3.57
FBgn0266237	  2.88  2.88
FBgn0266238	  4.44  4.45
FBgn0266239	  5.45  5.46
FBgn0266240	  8.20  8.24
FBgn0266242	  5.21  5.22
FBgn0266243	  5.83  5.84
FBgn0266245	  5.19  5.20
FBgn0266246	  4.61  4.61
FBgn0266247	  2.55  2.56
FBgn0266248	  6.62  6.63
FBgn0266251	  5.69  5.69
FBgn0266252	  2.98  2.98
FBgn0266254	  3.18  3.18
FBgn0266255	  3.66  3.66
FBgn0266256	  4.26  4.26
FBgn0266257	  6.42  6.42
FBgn0266259	  3.28  3.29
FBgn0266260	  4.70  4.70
FBgn0266263	  7.42  7.42
FBgn0266264	  4.43  4.44
FBgn0266268	  6.17  6.18
FBgn0266276	  2.67  2.67
FBgn0266278	  3.61  3.61
FBgn0266279	  5.78  5.79
FBgn0266281	  5.11  5.13
FBgn0266282	  6.47  6.48
FBgn0266302	  7.51  7.52
FBgn0266303	  3.65  3.65
FBgn0266305	  8.21  8.21
FBgn0266307	  5.51  5.51
FBgn0266309	  5.45  5.45
FBgn0266310	  3.45  3.46
FBgn0266311	  4.03  4.03
FBgn0266312	  5.32  5.33
FBgn0266313	  8.82  8.84
FBgn0266315	  5.62  5.63
FBgn0266316	  2.35  2.35
FBgn0266317	  4.65  4.66
FBgn0266318	  9.32  9.33
FBgn0266319	  5.89  5.89
FBgn0266320	  2.24  2.24
FBgn0266321	  8.21  8.23
FBgn0266322	  8.50  8.51
FBgn0266323	  5.64  5.64
FBgn0266324	  4.61  4.62
FBgn0266325	  6.07  6.08
FBgn0266326	  1.93  1.93
FBgn0266327	  5.12  5.14
FBgn0266328	  7.42  7.43
FBgn0266329	  5.63  5.64
FBgn0266331	  7.57  7.60
FBgn0266346	  5.86  5.86
FBgn0266347	  8.92  8.92
FBgn0266348	  9.90  9.91
FBgn0266349	  4.66  4.66
FBgn0266351	  6.46  6.46
FBgn0266352	 18.05 18.08
FBgn0266355	  8.29  8.30
FBgn0266356	  7.33  7.35
FBgn0266358	  4.62  4.63
FBgn0266359	  2.27  2.27
FBgn0266360	  4.21  4.22
FBgn0266363	  5.09  5.09
FBgn0266371	  7.87  7.89
FBgn0266372	  7.99  8.04
FBgn0266377	  5.28  5.29
FBgn0266379	  2.34  2.34
FBgn0266381	  9.29  9.29
FBgn0266382	  3.79  3.80
FBgn0266383	  4.74  4.74
FBgn0266384	  3.37  3.38
FBgn0266388	  5.28  5.28
FBgn0266389	  2.17  2.17
FBgn0266391	  2.47  2.47
FBgn0266392	  2.43  2.44
FBgn0266395	  3.69  3.69
FBgn0266396	  8.27  8.29
FBgn0266398	  4.40  4.40
FBgn0266399	  9.40  9.42
FBgn0266401	  1.84  1.84
FBgn0266402	  3.87  3.88
FBgn0266403	  3.29  3.29
FBgn0266404	  4.33  4.33
FBgn0266408	  5.06  5.08
FBgn0266409	  7.52  7.54
FBgn0266410	  3.94  3.94
FBgn0266412	  4.37  4.38
FBgn0266413	  3.21  3.21
FBgn0266414	  4.60  4.60
FBgn0266415	  3.72  3.73
FBgn0266416	  4.49  4.49
FBgn0266417	  5.59  5.59
FBgn0266418	  6.92  6.92
FBgn0266419	  4.67  4.68
FBgn0266420	  5.86  5.87
FBgn0266421	  3.12  3.12
FBgn0266429	 11.85 11.85
FBgn0266430	  7.63  7.65
FBgn0266431	  7.27  7.27
FBgn0266433	  4.80  4.80
FBgn0266437	  2.04  2.04
FBgn0266443	  7.80  7.82
FBgn0266449	  7.22  7.22
FBgn0266465	  9.82  9.83
FBgn0266518	  4.85  4.86
FBgn0266521	  7.72  7.74
FBgn0266534	  2.57  2.57
FBgn0266535	  2.89  2.90
FBgn0266536	  5.25  5.25
FBgn0266537	  2.42  2.42
FBgn0266549	  2.17  2.18
FBgn0266564	  9.32  9.33
FBgn0266565	  8.63  8.64
FBgn0266566	  5.34  5.34
FBgn0266573	  2.69  2.69
FBgn0266574	  4.96  4.97
FBgn0266577	  8.30  8.35
FBgn0266579	  4.95  4.95
