FBgn0000008	a	FBgn0269458
FBgn0052462	CG32462	FBgn0183791
FBgn0052463	Tengl2	FBgn0194249
FBgn0052475	mthl8	FBgn0185254
FBgn0052476	mthl14	FBgn0182763
FBgn0052479	Usp10	FBgn0185291
FBgn0052483	CG32483	FBgn0185228
FBgn0052484	Sk2	FBgn0185428
FBgn0052485	CG32485	FBgn0185429
FBgn0052487	CG32487	FBgn0185078
FBgn0052488	CG32488	FBgn0185079
FBgn0052499	Cda4	FBgn0187149
FBgn0052507	CG32507	FBgn0187189
FBgn0052512	CG32512	FBgn0187175
FBgn0052521	CG32521	FBgn0268901
FBgn0052528	parvin	FBgn0189019
FBgn0052529	Hers	FBgn0270786
FBgn0052532	CG32532	FBgn0270675
FBgn0052533	CG32533	FBgn0195794
FBgn0052536	CG32536	FBgn0187251
FBgn0052537	CG32537	FBgn0187252
FBgn0052544	CG32544	FBgn0270685
FBgn0052547	CG32547	FBgn0269762
FBgn0052548	CG32548	FBgn0187300
FBgn0052549	CG32549	FBgn0187301
FBgn0052551	CG32551	FBgn0269104
FBgn0052553	lncRNA:CR32553	FBgn0269519
FBgn0052554	CG32554	FBgn0187323
FBgn0052557	Mco4	FBgn0187322
FBgn0052563	CG32563	FBgn0188896
FBgn0052564	CG32564	FBgn0188895
FBgn0052568	CG32568	FBgn0188865
FBgn0052569	TwdlZ	FBgn0269824
FBgn0052570	TwdlY	FBgn0188864
FBgn0052571	TwdlX	FBgn0188863
FBgn0052572	CG32572	FBgn0188862
FBgn0052573	CG32573	FBgn0188854
FBgn0052574	Twdlalpha	FBgn0188866
FBgn0052576	CG32576	FBgn0187419
FBgn0052579	CG32579	FBgn0188837
FBgn0052590	CG32590	FBgn0187492
FBgn0052591	CG32591	FBgn0187485
FBgn0052594	be	FBgn0188751
FBgn0052600	dpr8	FBgn0188741
FBgn0052602	Muc12Ea	FBgn0188738
FBgn0052603	CG32603	FBgn0269310
FBgn0052626	AMPdeam	FBgn0268070
FBgn0052631	CG32631	FBgn0196128
FBgn0052638	CG32638	FBgn0187557
FBgn0052639	CG32639	FBgn0187545
FBgn0052642	CG32642	FBgn0269964
FBgn0052643	CG32643	FBgn0188665
FBgn0052644	Mur11Da	FBgn0188662
FBgn0052645	CG32645	FBgn0188673
FBgn0052647	CG32647	FBgn0187566
FBgn0052649	Coq8	FBgn0187562
FBgn0052650	CG32650	FBgn0187564
FBgn0052651	CG32651	FBgn0268979
FBgn0052654	Sec16	FBgn0270225
FBgn0052655	CG32655	FBgn0187583
FBgn0052656	Muc11A	FBgn0188636
FBgn0052666	Drak	FBgn0268253
FBgn0052667	ssp7	FBgn0187644
FBgn0052668	CG32668	FBgn0195871
FBgn0052669	CG32669	FBgn0269708
FBgn0052672	Atg8a	FBgn0187657
FBgn0052675	Tango5	FBgn0195877
FBgn0052676	stx	FBgn0068618
FBgn0052677	X11Lbeta	FBgn0188562
FBgn0052679	CG32679	FBgn0187679
FBgn0052681	CG32681	FBgn0187676
FBgn0052683	CG32683	FBgn0187673
FBgn0052685	ZAP3	FBgn0187681
FBgn0052686	CG32686	FBgn0187678
FBgn0052687	CG32687	FBgn0187671
FBgn0052693	Gr9a	FBgn0188549
FBgn0052694	CG32694	FBgn0196028
FBgn0052695	CG32695	FBgn0195889
FBgn0052698	CARPB	FBgn0188543
FBgn0052699	LPCAT	FBgn0187696
FBgn0052702	Cubn	FBgn0187697
FBgn0052703	Erk7	FBgn0187710
FBgn0052704	Ir8a	FBgn0270185
FBgn0052707	APC4	FBgn0188507
FBgn0052708	CG32708	FBgn0188508
FBgn0052712	CG32712	FBgn0085929
FBgn0052718	CG32718	FBgn0188445
FBgn0052719	CG32719	FBgn0187785
FBgn0052720	CG32720	FBgn0187783
FBgn0052732	Setd3	FBgn0269520
FBgn0052736	CG32736	FBgn0269793
FBgn0052750	CG32750	FBgn0187837
FBgn0052755	CG32755	FBgn0270267
FBgn0052758	Snx27	FBgn0187865
FBgn0052762	CG32762	FBgn0187885
FBgn0052767	CG32767	FBgn0187893
FBgn0052772	CG32772	FBgn0188302
FBgn0052774	Muc4B	FBgn0268184
FBgn0052791	DIP-alpha	FBgn0187948
FBgn0052792	ppk8	FBgn0269313
FBgn0052793	CG32793	FBgn0188218
FBgn0052801	CG32801	FBgn0188019
FBgn0052803	CG32803	FBgn0188021
FBgn0052806	CG32806	FBgn0196049
FBgn0052808	CG32808	FBgn0195963
FBgn0052811	CG32811	FBgn0268822
FBgn0052813	CG32813	FBgn0196037
FBgn0052814	CG32814	FBgn0188055
FBgn0052815	CG32815	FBgn0187406
FBgn0052816	CG32816	FBgn0188097
FBgn0052831	CG33695	FBgn0195145
FBgn0052832	CG32832	FBgn0193306
FBgn0052833	CG32833	FBgn0270199
FBgn0052843	Dh31-R	FBgn0197051
FBgn0052845	CG32845	FBgn0197000
FBgn0052846	CG32846	FBgn0185081
FBgn0052850	CG32850	FBgn0195741
FBgn0052856	CG32856	FBgn0191788
FBgn0052944	CG32944	FBgn0191171
FBgn0052945	CG32945	FBgn0191160
FBgn0052971	CG32971	FBgn0270633
FBgn0052982	CG32982	FBgn0183767
FBgn0052983	CG32983	FBgn0194948
FBgn0052986	CG32986	FBgn0194945
FBgn0052987	CG32987	FBgn0194946
FBgn0052988	CG32988	FBgn0194947
FBgn0053002	mRpL27	FBgn0194102
FBgn0053003	CG33003	FBgn0194670
FBgn0053017	CG33017	FBgn0182932
FBgn0053051	CG33051	FBgn0184139
FBgn0053052	Gorab	FBgn0184138
FBgn0053054	CG33054	FBgn0183874
FBgn0053056	CG33056	FBgn0183873
FBgn0053057	CG33057	FBgn0184716
FBgn0053060	CG33060	FBgn0186306
FBgn0053061	CG33061	FBgn0186305
FBgn0053062	CG33062	FBgn0269300
FBgn0053080	CG33080	FBgn0187868
FBgn0053082	Rpp21	FBgn0188145
FBgn0053087	LRP1	FBgn0187036
FBgn0053092	P5CDh2	FBgn0192364
FBgn0053093	CG33093	FBgn0189974
FBgn0053094	Synd	FBgn0190879
FBgn0053095	CG33095	FBgn0192625
FBgn0053096	CG33096	FBgn0268140
FBgn0053098	CG33098	FBgn0190340
FBgn0053099	CG33099	FBgn0189975
FBgn0053100	eIF4EHP	FBgn0189856
FBgn0053107	CG33107	FBgn0189969
FBgn0053108	CG33108	FBgn0270102
FBgn0053109	CG33109	FBgn0191913
FBgn0053110	CG33110	FBgn0192419
FBgn0053111	CG33111	FBgn0189879
FBgn0053113	Rtnl1	FBgn0194066
FBgn0053116	CG33116	FBgn0195569
FBgn0053117	Victoria	FBgn0193150
FBgn0053120	CG33120	FBgn0193224
FBgn0053121	Spn28Db	FBgn0193859
FBgn0053125	CG33125	FBgn0194207
FBgn0053126	NLaz	FBgn0194304
FBgn0053127	CG33127	FBgn0269453
FBgn0053128	CG33128	FBgn0194489
FBgn0053129	CG33129	FBgn0193618
FBgn0053136	CG33136	FBgn0196667
FBgn0053137	CG33137	FBgn0182709
FBgn0053138	AGBE	FBgn0182708
FBgn0053140	CG33140	FBgn0182233
FBgn0053143	CG33143	FBgn0183421
FBgn0053144	CG33144	FBgn0197237
FBgn0053145	GalT1	FBgn0197151
FBgn0053147	Hs3st-A	FBgn0183156
FBgn0053155	CG33155	FBgn0182754
FBgn0053156	CG33156	FBgn0197032
FBgn0053158	CG33158	FBgn0186321
FBgn0053159	CG33159	FBgn0185060
FBgn0053160	CG33160	FBgn0185058
FBgn0053169	CG33169	FBgn0186727
FBgn0053170	CG33170	FBgn0186728
FBgn0053172	CG33172	FBgn0188803
FBgn0053177	CG33177	FBgn0188756
FBgn0053178	CG33178	FBgn0188757
FBgn0053179	beat-IIIb	FBgn0195453
FBgn0053180	Ranbp16	FBgn0270271
FBgn0053181	CG33181	FBgn0188487
FBgn0053189	CG33189	FBgn0192303
FBgn0053193	sav	FBgn0189934
FBgn0053194	CheA29a	FBgn0194925
FBgn0053196	dpy	FBgn0194098
FBgn0053198	pen-2	FBgn0187107
FBgn0053199	CG33199	FBgn0181897
FBgn0053200	VepD	FBgn0183406
FBgn0053202	dpr11	FBgn0191038
FBgn0053203	CG33203	FBgn0189553
FBgn0053207	pxb	FBgn0190542
FBgn0053208	Mical	FBgn0192210
FBgn0053213	CG33213	FBgn0189596
FBgn0053225	CG33225	FBgn0184467
FBgn0053229	CG33229	FBgn0185268
FBgn0053230	CG33230	FBgn0270902
FBgn0053233	CG33233	FBgn0185411
FBgn0053234	CG33234	FBgn0185412
FBgn0053257	CG33257	FBgn0186310
FBgn0053260	Tsen34	FBgn0184330
FBgn0053262	CG33262	FBgn0186116
FBgn0053263	CG33263	FBgn0184391
FBgn0053265	Muc68E	FBgn0269615
FBgn0053276	Urm1	FBgn0184765
FBgn0053278	CG33278	FBgn0185713
FBgn0053281	CG33281	FBgn0194609
FBgn0053282	CG33282	FBgn0194610
FBgn0053284	CG33284	FBgn0186606
FBgn0053285	CG33285	FBgn0269208
FBgn0053288	CG33288	FBgn0186630
FBgn0053289	ppk5	FBgn0186641
FBgn0053290	CG33290	FBgn0186644
FBgn0053293	CG33293	FBgn0270380
FBgn0053299	CG33299	FBgn0194998
FBgn0053302	Cpr31A	FBgn0195031
FBgn0053303	CG33303	FBgn0193673
FBgn0053306	CG33306	FBgn0193446
FBgn0053307	CG33307	FBgn0193447
FBgn0053309	CG33309	FBgn0195344
FBgn0053310	CG33310	FBgn0269781
FBgn0053322	CG33322	FBgn0193102
FBgn0053325	CG33325	FBgn0192311
FBgn0053329	Sp212	FBgn0191912
FBgn0053333	CG33333	FBgn0190663
FBgn0053339	CG33339	FBgn0192548
FBgn0053340	CG33340	FBgn0192549
FBgn0053341	CG33341	FBgn0192551
FBgn0053346	CG33346	FBgn0192813
FBgn0053348	CheB42a	FBgn0182207
FBgn0053349	ppk25	FBgn0182208
FBgn0053458	CG33458	FBgn0182952
FBgn0053459	CG33459	FBgn0182953
FBgn0053460	CG33460	FBgn0182891
FBgn0053462	CG33462	FBgn0182892
FBgn0053463	CG33463	FBgn0196875
FBgn0053465	CG33465	FBgn0196882
FBgn0053468	CG33468	FBgn0196956
FBgn0053469	CG33469	FBgn0196957
FBgn0053474	CG33474	FBgn0197261
FBgn0053475	CG33475	FBgn0197264
FBgn0053481	dpr7	FBgn0195729
FBgn0053483	CG33483	FBgn0188351
FBgn0053489	CG33489	FBgn0184526
FBgn0053490	CG33490	FBgn0184527
FBgn0053493	CG33493	FBgn0184579
FBgn0053494	CG33494	FBgn0189727
FBgn0053505	U3-55K	FBgn0196934
FBgn0053506	CG33506	FBgn0196935
FBgn0053508	ppk13	FBgn0193079
FBgn0053509	CG33509	FBgn0193080
FBgn0053510	CG33510	FBgn0193081
FBgn0053511	CG33511	FBgn0193083
FBgn0053512	dpr4	FBgn0192123
FBgn0053513	Nmdar2	FBgn0188036
FBgn0053514	CG33514	FBgn0185537
FBgn0053516	dpr3	FBgn0194270
FBgn0053517	Dop2R	FBgn0268702
FBgn0053519	Unc-89	FBgn0196295
FBgn0053523	CG33523	FBgn0185611
FBgn0053526	PNUTS	FBgn0194444
FBgn0053527	SIFa	FBgn0196254
FBgn0053530	Acp53C14c	FBgn0069520
FBgn0053532	lectin-37Da	FBgn0195551
FBgn0053533	lectin-37Db	FBgn0195552
FBgn0053542	upd3	FBgn0268251
FBgn0053543	CG33543	FBgn0194274
FBgn0053544	Vkor	FBgn0182968
FBgn0053547	Rim	FBgn0191683
FBgn0053548	SmydA-8	FBgn0269334
FBgn0053552	CG33552	FBgn0268811
FBgn0053556	form3	FBgn0185687
FBgn0053557	CG33557	FBgn0188544
FBgn0053558	mim	FBgn0182063
FBgn0053626	CG33626	FBgn0182644
FBgn0053627	CG33627	FBgn0182645
FBgn0053632	CG33632	FBgn0182659
FBgn0053635	CG33635	FBgn0194372
FBgn0053639	CG33639	FBgn0195992
FBgn0053640	CG33640	FBgn0195272
FBgn0053648	CG33648	FBgn0195329
FBgn0053653	Cadps	FBgn0195761
FBgn0053658	CG33658	FBgn0189796
FBgn0053673	CG33673	FBgn0194278
FBgn0053679	CG33679	FBgn0195351
FBgn0053680	CG33680	FBgn0189415
FBgn0053687	CG33687	FBgn0186281
FBgn0053690	CG33690	FBgn0186284
FBgn0053696	CNMaR	FBgn0185888
FBgn0053702	CG33702	FBgn0184635
FBgn0053703	CG33703	FBgn0184636
FBgn0053704	CG33704	FBgn0183290
FBgn0053721	CG33721	FBgn0192390
FBgn0053723	CG33723	FBgn0193762
FBgn0053725	CG33725	FBgn0186063
FBgn0053766	CG33766	FBgn0186708
FBgn0053767	CG33767	FBgn0269897
FBgn0053768	CG33768	FBgn0186709
FBgn0053769	CG33769	FBgn0186710
FBgn0053770	CG33770	FBgn0186711
FBgn0053771	CG33771	FBgn0186712
FBgn0053772	CG33772	FBgn0183803
FBgn0053773	CG33773	FBgn0192981
FBgn0053775	CG33775	FBgn0197111
FBgn0053783	CG33783	FBgn0190188
FBgn0053784	CG33784	FBgn0190189
FBgn0053792	CG33792	FBgn0268087
FBgn0053798	CG33798	FBgn0182698
FBgn0053912	CG33912	FBgn0183905
FBgn0053914	CG33914	FBgn0182052
FBgn0053926	CG33926	FBgn0270194
FBgn0053927	CG33927	FBgn0191155
FBgn0053928	CG33928	FBgn0193289
FBgn0053958	CG33958	FBgn0196702
FBgn0053964	CG33964	FBgn0068671
FBgn0053965	CG33965	FBgn0270721
FBgn0053966	CG33966	FBgn0185305
FBgn0053969	CG33969	FBgn0183931
FBgn0053970	osy	FBgn0192718
FBgn0053971	Ir62a	FBgn0268170
FBgn0053977	Dpm3	FBgn0268077
FBgn0053978	CG33978	FBgn0270604
FBgn0053983	obst-H	FBgn0189120
FBgn0053985	CG33985	FBgn0184283
FBgn0053986	CG33986	FBgn0184284
FBgn0053988	Mid1	FBgn0196239
FBgn0053993	CG33993	FBgn0184887
FBgn0053995	CG33995	FBgn0189455
FBgn0053998	CG33998	FBgn0183155
FBgn0054001	CG34001	FBgn0185934
FBgn0054003	NimB3	FBgn0193439
FBgn0054005	CG34005	FBgn0183082
FBgn0054007	CG34007	FBgn0195609
FBgn0054008	CG34008	FBgn0191534
FBgn0054010	Glyat	FBgn0193850
FBgn0054011	CG34011	FBgn0194744
FBgn0054012	CG34012	FBgn0184548
FBgn0054015	CG34015	FBgn0187409
FBgn0054021	CG34021	FBgn0182621
FBgn0054025	CG34025	FBgn0185080
FBgn0054026	CG34026	FBgn0196097
FBgn0054027	CG34027	FBgn0189770
FBgn0054028	CG34028	FBgn0270875
FBgn0054029	CG34029	FBgn0196469
FBgn0054030	CG34030	FBgn0184814
FBgn0054033	CG34033	FBgn0182451
FBgn0054034	CG34034	FBgn0190030
FBgn0054038	CG34038	FBgn0183659
FBgn0054039	CG34039	FBgn0186174
FBgn0054040	CG34040	FBgn0196475
FBgn0054041	CG34041	FBgn0192951
FBgn0054043	CG34043	FBgn0193689
FBgn0054045	CG34045	FBgn0183194
FBgn0054049	CG34049	FBgn0194243
FBgn0054051	CG34051	FBgn0193149
FBgn0054054	CG34054	FBgn0186919
FBgn0054056	CG34056	FBgn0185292
FBgn0054057	CG34057	FBgn0268591
FBgn0058045	CG40045	FBgn0183697
FBgn0058160	CG40160	FBgn0194015
FBgn0058191	CG40191	FBgn0186812
FBgn0058263	MFS17	FBgn0269784
FBgn0058298	CG40298	FBgn0268180
FBgn0058439	CG40439	FBgn0268976
FBgn0058470	CG40470	FBgn0269968
FBgn0060296	pain	FBgn0196225
FBgn0061196	CG15468	FBgn0268519
FBgn0061197	salto	FBgn0197130
FBgn0061198	HSPC300	FBgn0189417
FBgn0061200	Nup153	FBgn0086002
FBgn0061356	CG18003	FBgn0182526
FBgn0061359	CG33671	FBgn0197107
FBgn0061360	CG33672	FBgn0197106
FBgn0061361	CG33786	FBgn0196573
FBgn0061362	CG33785	FBgn0196572
FBgn0061435	CG30270	FBgn0189920
FBgn0061469	Ube3a	FBgn0184539
FBgn0061476	Zwilch	FBgn0188151
FBgn0061492	loj	FBgn0185631
FBgn0061515	endos	FBgn0184363
FBgn0062411	Ctr1C	FBgn0188308
FBgn0062412	Ctr1B	FBgn0186814
FBgn0062413	Ctr1A	FBgn0188399
FBgn0062440	EMRE	FBgn0196709
FBgn0062442	Cisd2	FBgn0189452
FBgn0062449	CG13197	FBgn0182573
FBgn0062517	CG16984	FBgn0185402
FBgn0063261	CG31275	FBgn0191745
FBgn0063368	Gpb5	FBgn0268960
FBgn0063485	Lasp	FBgn0184179
FBgn0063491	GstE9	FBgn0183127
FBgn0063496	GstE4	FBgn0183122
FBgn0063497	GstE3	FBgn0269523
FBgn0063499	GstE10	FBgn0196690
FBgn0063649	CG6006	FBgn0190584
FBgn0063670	CG40228	FBgn0196673
FBgn0063923	Kaz1-ORFB	FBgn0185266
FBgn0064115	GatC	FBgn0193449
FBgn0064116	anox	FBgn0187168
FBgn0064117	SLIRP1	FBgn0187167
FBgn0064119	CG33934	FBgn0190838
FBgn0064123	stg1	FBgn0196199
FBgn0064126	CG33722	FBgn0190045
FBgn0064225	RpL5	FBgn0270462
FBgn0064237	Idgf5	FBgn0183118
FBgn0064766	CG7600	FBgn0185981
FBgn0064912	CG31178	FBgn0083455
FBgn0065032	Arpc3B	FBgn0187364
FBgn0065035	AlkB	FBgn0196000
FBgn0065108	ppk16	FBgn0193743
FBgn0065109	ppk11	FBgn0193742
FBgn0065110	ppk10	FBgn0193663
FBgn0066114	GlcAT-I	FBgn0188262
FBgn0066303	CG33932	FBgn0189016
FBgn0066304	Rpp20	FBgn0269027
FBgn0066365	dyl	FBgn0184986
FBgn0067102	GlcT	FBgn0183382
FBgn0067312	CheB38a	FBgn0193100
FBgn0067317	Cby	FBgn0192360
FBgn0067622	LSm-4	FBgn0193669
FBgn0067628	CG33331	FBgn0190490
FBgn0067629	CG33332	FBgn0190491
FBgn0067779	dbr	FBgn0194389
FBgn0067783	DPCoAC	FBgn0191540
FBgn0067864	Patj	FBgn0185357
FBgn0069056	CG33226	FBgn0196502
FBgn0069354	Porin2	FBgn0193628
FBgn0069913	CG4681	FBgn0196253
FBgn0069923	CG41128	FBgn0268107
FBgn0069938	CG41106	FBgn0189126
FBgn0069969	CG40498	FBgn0270627
FBgn0069973	CG40485	FBgn0194728
FBgn0082582	tmod	FBgn0192957
FBgn0082585	sprt	FBgn0197180
FBgn0082598	akirin	FBgn0185706
FBgn0082831	pps	FBgn0190346
FBgn0083141	Spn28B	FBgn0194856
FBgn0083167	Neb-cGP	FBgn0196103
FBgn0083228	Frq2	FBgn0196014
FBgn0083938	BG642163	FBgn0269933
FBgn0083940	RhoU	FBgn0196021
FBgn0083943	CG34107	FBgn0190197
FBgn0083945	CG34109	FBgn0195034
FBgn0083946	lobo	FBgn0189763
FBgn0083949	side-III	FBgn0191067
FBgn0083950	side-VI	FBgn0190249
FBgn0083951	CG34115	FBgn0183291
FBgn0083952	CG34116	FBgn0183985
FBgn0083953	CG34117	FBgn0192265
FBgn0083960	CG34124	FBgn0194697
FBgn0083961	CG34125	FBgn0269686
FBgn0083962	CG34126	FBgn0194703
FBgn0083963	Nlg3	FBgn0190967
FBgn0083965	CG34129	FBgn0045605
FBgn0083966	CG34130	FBgn0269233
FBgn0083967	Muted	FBgn0192394
FBgn0083969	CG34133	FBgn0192911
FBgn0083970	CG34134	FBgn0193839
FBgn0083972	CG34136	FBgn0195646
FBgn0083973	dunk	FBgn0268565
FBgn0083974	CG34138	FBgn0269905
FBgn0083975	Nlg4	FBgn0190843
FBgn0083976	CG34140	FBgn0185247
FBgn0083977	CG34141	FBgn0270099
FBgn0083978	CG17672	FBgn0186107
FBgn0083979	Ir10a	FBgn0195870
FBgn0083981	RunxA	FBgn0187197
FBgn0083983	mRpL34	FBgn0268664
FBgn0083984	CG34148	FBgn0190017
FBgn0083985	CG34149	FBgn0268136
FBgn0083986	CG34150	FBgn0192584
FBgn0083991	CG34155	FBgn0269115
FBgn0083992	Mkp	FBgn0270577
FBgn0084001	CG41434	FBgn0268466
FBgn0085188	CG34159	FBgn0193706
FBgn0085190	CG34161	FBgn0193650
FBgn0085191	CG34162	FBgn0195153
FBgn0085192	CG34163	FBgn0195172
FBgn0085193	CG34164	FBgn0195183
FBgn0085194	CG34165	FBgn0195335
FBgn0085199	CG34170	FBgn0193293
FBgn0085200	CG34171	FBgn0270891
FBgn0085201	CG34172	FBgn0194263
FBgn0085202	CG34173	FBgn0270401
FBgn0085203	CG34174	FBgn0194526
FBgn0085204	CG34175	FBgn0194615
FBgn0085206	CG34177	FBgn0269329
FBgn0085207	CG34178	FBgn0194672
FBgn0085208	CG34179	FBgn0194004
FBgn0085209	CG34180	FBgn0268930
FBgn0085210	CG34181	FBgn0194977
FBgn0085211	RpS28-like	FBgn0194983
FBgn0085212	CG34183	FBgn0193739
FBgn0085213	CG34184	FBgn0182803
FBgn0085214	CG34185	FBgn0196970
FBgn0085218	CG34189	FBgn0269819
FBgn0085219	CG34190	FBgn0270215
FBgn0085220	Ufm1	FBgn0268583
FBgn0085222	CG34193	FBgn0183029
FBgn0085223	CG34194	FBgn0183036
FBgn0085224	CG34195	FBgn0183057
FBgn0085225	CG34196	FBgn0183086
FBgn0085228	CG34199	FBgn0183246
FBgn0085229	CG34200	FBgn0182156
FBgn0085230	CG34201	FBgn0183278
FBgn0085231	CG34202	FBgn0183279
FBgn0085232	CG34203	FBgn0196524
FBgn0085233	CG34204	FBgn0183369
FBgn0085234	CG34205	FBgn0196454
FBgn0085235	CG34206	FBgn0269265
FBgn0085236	CG34207	FBgn0269568
FBgn0085239	CG34210	FBgn0183490
FBgn0085240	CG34211	FBgn0182165
FBgn0085241	CG34212	FBgn0269476
FBgn0085242	CG34213	FBgn0269864
FBgn0085243	CG34214	FBgn0196243
FBgn0085244	CG34215	FBgn0268952
FBgn0085245	CG34216	FBgn0182002
FBgn0085246	CG34217	FBgn0186957
FBgn0085248	CG34219	FBgn0181903
FBgn0085249	CG34220	FBgn0270246
FBgn0085250	CG34221	FBgn0269641
FBgn0085252	CG34223	FBgn0182540
FBgn0085253	CG34224	FBgn0197214
FBgn0085256	CG34227	FBgn0182543
FBgn0085257	CG34228	FBgn0182567
FBgn0085259	CG34230	FBgn0268425
FBgn0085260	CG34231	FBgn0182593
FBgn0085261	CG34232	FBgn0197136
FBgn0085263	CG34234	FBgn0197116
FBgn0085264	CG34235	FBgn0197062
FBgn0085265	CG34236	FBgn0197028
FBgn0085267	CG34238	FBgn0185931
FBgn0085271	CG34242	FBgn0186068
FBgn0085273	CG34244	FBgn0184352
FBgn0085274	CG34245	FBgn0184320
FBgn0085276	CG34247	FBgn0184229
FBgn0085279	CG34250	FBgn0186387
FBgn0085280	CG34251	FBgn0186399
FBgn0085282	CG34253	FBgn0184086
FBgn0085283	CR34254	FBgn0268545
FBgn0085284	Blos3	FBgn0186450
FBgn0085285	CG34256	FBgn0184046
FBgn0085288	CG34259	FBgn0185371
FBgn0085289	CG34260	FBgn0269889
FBgn0085290	CG34261	FBgn0186611
FBgn0085292	CG34263	FBgn0270657
FBgn0085295	CG34266	FBgn0185555
FBgn0085298	CG34269	FBgn0182778
FBgn0085300	Cpr65Ay	FBgn0184864
FBgn0085303	CG34274	FBgn0190546
FBgn0085305	CG34276	FBgn0190564
FBgn0085306	CG34277	FBgn0191270
FBgn0085308	CG34279	FBgn0191712
FBgn0085309	CG34280	FBgn0269099
FBgn0085311	CG34282	FBgn0190750
FBgn0085313	CG34284	FBgn0191626
FBgn0085315	CG34286	FBgn0191583
FBgn0085316	CG34287	FBgn0191322
FBgn0085317	CG34288	FBgn0189981
FBgn0085318	CG34289	FBgn0189908
FBgn0085319	CG34290	FBgn0189836
FBgn0085320	CG34291	FBgn0189678
FBgn0085321	CG34292	FBgn0270623
FBgn0085322	CG34293	FBgn0189633
FBgn0085324	CG34295	FBgn0268427
FBgn0085325	CG34296	FBgn0192888
FBgn0085326	CG34297	FBgn0191018
FBgn0085327	CG34298	FBgn0192925
FBgn0085328	CG34299	FBgn0192936
FBgn0085329	CG34300	FBgn0270799
FBgn0085330	CG34301	FBgn0270006
FBgn0085331	CG34302	FBgn0269979
FBgn0085334	CG34305	FBgn0269127
FBgn0085336	CG34307	FBgn0268689
FBgn0085337	CG34308	FBgn0268804
FBgn0085339	CG34310	FBgn0268343
FBgn0085341	CG34312	FBgn0197063
FBgn0085342	CG34313	FBgn0195447
FBgn0085343	Sws1	FBgn0269943
FBgn0085344	CG34315	FBgn0269111
FBgn0085345	CG34316	FBgn0190506
FBgn0085346	Rpp14a	FBgn0192932
FBgn0085350	inaF-C	FBgn0187622
FBgn0085351	inaF-A	FBgn0187620
FBgn0085352	CG34323	FBgn0188637
FBgn0085353	CG34324	FBgn0187535
FBgn0085354	CG34325	FBgn0187393
FBgn0085357	CG34328	FBgn0270026
FBgn0085362	Vml	FBgn0188204
FBgn0085366	CG34337	FBgn0188429
FBgn0085367	CG34338	FBgn0188444
FBgn0085369	Drgx	FBgn0194634
FBgn0085370	Pde11	FBgn0193249
FBgn0085371	CG34342	FBgn0184916
FBgn0085374	CG34345	FBgn0194805
FBgn0085376	CG34347	FBgn0192997
FBgn0085377	CG34348	FBgn0188588
FBgn0085380	CG34351	FBgn0194683
FBgn0085382	CG34353	FBgn0189605
FBgn0085383	CG34354	FBgn0192802
FBgn0085384	CG34355	FBgn0192496
FBgn0085385	bma	FBgn0185913
FBgn0085386	CG34357	FBgn0191164
FBgn0085387	shakB	FBgn0195985
FBgn0085390	Dgk	FBgn0181990
FBgn0085391	trv	FBgn0192801
FBgn0085395	Shawl	FBgn0193766
FBgn0085396	CG34367	FBgn0193677
FBgn0085397	Fili	FBgn0183372
FBgn0085398	ppk9	FBgn0189451
FBgn0085399	CG34370	FBgn0196466
FBgn0085400	side-V	FBgn0196387
FBgn0085404	CG34375	FBgn0189941
FBgn0085405	CG34376	FBgn0192407
FBgn0085407	Pvf3	FBgn0193914
FBgn0085408	Shrm	FBgn0182798
FBgn0085410	TrissinR	FBgn0194752
FBgn0085411	CG34382	FBgn0185909
FBgn0085412	kmr	FBgn0190438
FBgn0085413	CG34384	FBgn0191437
FBgn0085414	dpr12	FBgn0182159
FBgn0085415	CG34386	FBgn0183084
FBgn0085417	natalisin	FBgn0190470
FBgn0085419	Rgk2	FBgn0183143
FBgn0085420	DIP-delta	FBgn0185583
FBgn0085421	Epac	FBgn0182074
FBgn0085422	CG34393	FBgn0194163
FBgn0085424	nub	FBgn0195214
FBgn0085425	CG34396	FBgn0183302
FBgn0085426	Rgk3	FBgn0183322
FBgn0085427	CG34398	FBgn0194952
FBgn0085428	Nox	FBgn0182939
FBgn0085430	CG34401	FBgn0196180
FBgn0085431	CG34402	FBgn0190341
FBgn0085432	pan	FBgn0067493
FBgn0085433	CG34404	FBgn0191828
FBgn0085434	NaCP60E	FBgn0183648
FBgn0085436	Not1	FBgn0181845
FBgn0085437	CG34408	FBgn0196024
FBgn0085438	CG34409	FBgn0192230
FBgn0085440	Lgr4	FBgn0187552
FBgn0085442	NKAIN	FBgn0183646
FBgn0085443	spri	FBgn0195881
FBgn0085444	mute	FBgn0196798
FBgn0085446	CG34417	FBgn0188391
FBgn0085450	Snoo	FBgn0193857
FBgn0085451	htk	FBgn0196178
FBgn0085453	Mthfs	FBgn0183495
FBgn0085454	CG34425	FBgn0269058
FBgn0085455	CG34426	FBgn0185818
FBgn0085456	CG34427	FBgn0270335
FBgn0085457	CG34428	FBgn0186112
FBgn0085458	CG34429	FBgn0270659
FBgn0085459	CG34430	FBgn0182293
FBgn0085460	CG34431	FBgn0268475
FBgn0085464	CG34435	FBgn0269488
FBgn0085465	CG34436	FBgn0192804
FBgn0085466	CG34437	FBgn0268621
FBgn0085468	ND-MWFE	FBgn0270316
FBgn0085470	lmgB	FBgn0193798
